RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,4.833461492078925,3.044522437723423,3.867684778996484,4.31748811353631,3.406656100359421,1.3862943611198906,1.7388035987954713
4.454347296253507,5.9973642065135095,3.044522437723423,3.709046192409411,4.330733340286331,2.7477643929752738,1.3862943611198906,0.8777675025516096
4.51085950651685,3.499029376635656,3.091042453358316,4.928386710993793,4.709530201312334,2.2659123711417815,1.3862943611198906,0.0
4.672828834461906,5.43334347808066,3.1780538303479458,2.41563645172366,4.736198448394496,4.894847341593873,1.3862943611198906,0.9038931732094503
4.672828834461906,4.602865663577455,3.1780538303479458,3.5763923478687163,4.74493212836325,3.3849778443789535,1.3862943611198906,1.4939797001991406
4.6913478822291435,6.602845067454205,3.258096538021482,5.224331756337705,4.574710978503383,3.733730199256001,1.3862943611198906,0.8351788366157569
4.955827057601261,5.896026192276053,3.258096538021482,4.011398573118127,3.970291913552122,4.012265117399106,1.3862943611198906,0.6184784449650516
4.969813299576001,5.140237568308659,3.258096538021482,4.144823607942128,4.143134726391533,3.700853716119419,1.3862943611198906,1.2986152651476566
4.969813299576001,3.181016954371988,3.258096538021482,4.455312383038261,4.127134385045092,5.2712269923511155,1.3862943611198906,0.8526664383512185
4.962844630259907,7.014752977561977,3.5553480614894135,5.639857875188008,4.248495242049359,2.156594163754406,1.3862943611198906,0.7696425670368909
4.962844630259907,7.448265932866745,3.5553480614894135,1.3722273892945767,4.23410650459726,4.774301278449023,1.3862943611198906,0.0
