RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,4.414530476305842,3.044522437723423,5.210957583694636,2.70805020110221,4.445677169621366,4.31748811353631,3.2628037672698293
4.454347296253507,6.157161379184054,3.044522437723423,3.415653562284433,2.70805020110221,1.4958978299439245,4.330733340286331,2.7191384502102753
4.51085950651685,5.968393883937349,3.091042453358316,3.419312492508399,2.70805020110221,1.6253170625916824,4.709530201312334,4.064832923503887
4.672828834461906,2.906283346733599,3.1780538303479458,1.4599189839073436,2.70805020110221,0.0,4.736198448394496,2.7841505487297065
4.672828834461906,5.551300838063923,3.1780538303479458,3.680423388334539,2.70805020110221,3.0862907579731997,4.74493212836325,3.007802856822481
4.6913478822291435,5.03759833448951,3.258096538021482,5.139688073441957,2.70805020110221,2.945788570316069,4.574710978503383,4.822261373236746
4.955827057601261,5.493275777480571,3.258096538021482,3.7140683758680897,2.70805020110221,1.1703641653450287,3.970291913552122,3.699827340158071
4.969813299576001,6.8047255312763015,3.258096538021482,3.330817614068029,2.70805020110221,3.670107417010128,4.143134726391533,4.940950090674451
4.969813299576001,5.538663052445835,3.258096538021482,6.340805603638167,2.70805020110221,2.533324949494151,4.127134385045092,4.529511664211886
4.962844630259907,3.6054613147446917,3.5553480614894135,2.2772670649913693,2.5649493574615367,2.6895605543673877,4.248495242049359,3.048814981053817
4.962844630259907,4.881799003834344,3.5553480614894135,6.046028583748676,2.5649493574615367,2.9243458692955464,4.23410650459726,4.639536719042158
