RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,5.882086474607557,3.044522437723423,2.605393683261949,2.70805020110221,5.049615064961804,4.31748811353631,4.809610257888894
4.454347296253507,5.3274287126307645,3.044522437723423,6.353071246530458,2.70805020110221,1.8288294533342797,4.330733340286331,2.442533256623303
4.51085950651685,5.294450580608139,3.091042453358316,1.3244768597691174,2.70805020110221,4.593022040920097,4.709530201312334,4.831637920707273
4.672828834461906,5.409763565859514,3.1780538303479458,5.9682834414681345,2.70805020110221,0.9499998169400068,4.736198448394496,5.747325765984236
4.672828834461906,5.382441455943394,3.1780538303479458,3.834465446800194,2.70805020110221,5.67175599128835,4.74493212836325,3.203671284104891
4.6913478822291435,3.8240790207764714,3.258096538021482,4.601532844194815,2.70805020110221,1.0197929096587628,4.574710978503383,3.9895659861807506
4.955827057601261,8.013395524482984,3.258096538021482,3.456827579161098,2.70805020110221,0.0,3.970291913552122,4.586391743581868
4.969813299576001,5.724656414876426,3.258096538021482,4.0609101410950705,2.70805020110221,2.8078460847268163,4.143134726391533,3.7684768712063414
4.969813299576001,5.608374787870063,3.258096538021482,4.80273442167814,2.70805020110221,7.730603904896688,4.127134385045092,5.694747991459616
4.962844630259907,5.857042335407106,3.5553480614894135,2.3885085914240034,2.5649493574615367,1.0572865424129627,4.248495242049359,5.222142574991072
4.962844630259907,5.164081964176623,3.5553480614894135,2.2409377933043793,2.5649493574615367,0.6670407860555185,4.23410650459726,2.9212571972658496
