S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
3.044522437723423,0.4544748911004759,2.70805020110221,6.7256564428971,4.31748811353631,3.706116822355071,1.3862943611198906,1.7004510126755545
3.044522437723423,2.640053983406758,2.70805020110221,4.318356606739618,4.330733340286331,3.6793498422703044,1.3862943611198906,0.24128850615992914
3.091042453358316,1.7251169961105175,2.70805020110221,2.9857775905719595,4.709530201312334,3.000423965246019,1.3862943611198906,0.0
3.1780538303479458,2.456906654998798,2.70805020110221,1.6819188255096806,4.736198448394496,4.438362296666416,1.3862943611198906,1.3171687070033191
3.1780538303479458,1.6646075418579533,2.70805020110221,1.8470581182380794,4.74493212836325,4.695960329060359,1.3862943611198906,0.7033235438290331
3.258096538021482,4.524932906031228,2.70805020110221,1.636437485134649,4.574710978503383,4.8636551042706495,1.3862943611198906,1.0098877196580427
3.258096538021482,0.9152233059519466,2.70805020110221,5.12226118926997,3.970291913552122,2.7897877602650247,1.3862943611198906,0.6622271338085236
3.258096538021482,3.2969106415501224,2.70805020110221,1.5112826408253472,4.143134726391533,4.99056983017784,1.3862943611198906,1.553609755710283
3.258096538021482,4.129653023412067,2.70805020110221,6.57416324627507,4.127134385045092,3.287903448876007,1.3862943611198906,1.8813956348377736
3.5553480614894135,3.018750052295184,2.5649493574615367,1.3254643382231608,4.248495242049359,2.737518350772101,1.3862943611198906,3.330334770783245
3.5553480614894135,1.493040813836448,2.5649493574615367,4.205419356370903,4.23410650459726,4.587743829172361,1.3862943611198906,1.655031678818949
