S1213_Actual,S1213_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.1869835698997661,0.8654164806904682,0.0,0.19170098661429782,0.0,0.051733357324998425,0.0,0.11196008221551346,0.09785579000375867,0.46128570284664755,0.0,0.046991420998253174,0.0,0.19702941544705932,0.09785579000375867,0.6025512276968152,0.0,0.5169270278182613
0.17135825199668528,0.6574736196424125,0.0,0.47683504363350215,0.0,0.07650938753895403,0.0,0.0,0.08934510033585,1.2823298443821756,0.0,0.30860502223778075,0.0,0.6521275496811101,0.08934510033585,0.5712881720813463,0.0,1.198095690214306
0.15548490284039515,0.5257536038628164,0.0,0.21377807911782185,0.0,0.0,0.0,0.5125078723867917,0.08076135664445859,0.0,0.0,0.0,0.0,0.38780597939958894,0.08076135664445859,0.17940418769580252,0.0,0.07795572552209629
0.13935552091051145,1.0864640528338059,0.0,0.4745321017094629,0.0,0.0,0.0,0.0,0.07210329390134397,0.2632325205087186,0.0,0.03477630377039557,0.0,0.0,0.07210329390134397,0.3432807372029862,0.0,0.1795342805442539
0.1229617111348351,1.4250823474166068,0.0,0.0,0.0,0.0,0.0,0.0,0.06336961393258933,1.1467278197766928,0.0,0.038855473571744716,0.0,0.5199872704976242,0.06336961393258933,0.3532513200070948,0.0,1.7399311588157071
0.10629465864962341,1.5338368684089536,0.0,0.0,0.0,0.051442613054456424,0.0,0.0,0.0545589842504345,0.0,0.0,0.43406293638149235,0.0,0.2496644339070963,0.0545589842504345,1.449714238384299,0.0,1.8519152754705086
0.08934510033585008,1.0135074083130304,0.0,0.0,0.0,0.0,0.0,0.0,0.04567003683318844,0.0,0.0,0.4359615780048397,0.0,0.0,0.04567003683318844,0.4657878824181013,0.0,1.9615929826810024
0.07210329390134407,1.4930708279045324,0.0,0.0,0.0,0.0,0.0,0.28425292718850514,0.036701366850428,1.2096238100971053,0.0,0.0,0.0,0.8950898333145121,0.036701366850428,0.04097959038650856,0.0,0.19818498658895167
0.0545589842504346,0.9892374953658583,0.0,0.11330160866538742,0.0,0.0,0.0,0.0,0.027651531330510157,0.6377358036263303,0.0,0.07895706151105417,0.0,0.9531705113709026,0.027651531330510157,0.8953450533047957,0.0,2.5484326882028263
0.0367013668504281,1.1603190018416287,0.0,0.40168763512032785,0.0,0.0,0.0,0.0,0.018519047767237597,0.23182453446424753,0.0,0.14856584089224048,0.0,0.6752058107853485,0.018519047767237597,0.7089946465760031,0.0,0.41601141818769105
0.018519047767237697,1.5550539445219305,0.0,0.0,0.0,0.18071769490392792,0.0,0.24765458110672614,0.009302392662313554,0.0,0.0,0.05716168062700433,0.0,0.1255906634787539,0.009302392662313554,0.1959311404909539,0.0,0.8804721642973921
0.0,0.6330182058218125,0.0,0.0,0.0,0.151287343946005,0.0,0.2912620140639577,0.0,1.1863893969286445,0.0,0.0,0.0,0.0,0.0,0.22298887825386576,0.0,1.1319755611493587
