S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.17804065448848427,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
0.0,1.0717675146354317,0.0,0.478607074549083,3.784189633918261,3.3899922720428597,5.181783550292085,1.6308721426880188,1.3862943611198906,1.3379263480882815,4.844187086458591,3.5941716283861767,0.6931471805599453,0.9703675441454636,3.044522437723423,3.09792282092212,0.0,0.0
0.0,0.26625457437522765,0.0,0.9484251687004549,3.784189633918261,2.9403276442391793,5.181783550292085,4.435763770496246,1.3862943611198906,0.6432044405892605,4.844187086458591,2.8450990285690327,0.6931471805599453,0.2944029960371308,3.044522437723423,0.7783301274718015,0.0,0.5134495392631764
0.0,0.0,0.0,0.1282444973520217,3.784189633918261,3.011901538480411,5.181783550292085,4.327021024692415,1.3862943611198906,0.7478425320583522,4.844187086458591,5.739270285252669,0.6931471805599453,0.4298358290312583,3.044522437723423,2.488179695033687,0.0,1.5681190934655933
0.0,0.0,0.0,0.6011346818192325,3.784189633918261,4.625024958379228,5.181783550292085,1.5482467330979448,1.3862943611198906,1.6044864855153569,4.844187086458591,4.966611547907043,0.6931471805599453,0.5191544862353914,3.044522437723423,2.8502525419566305,0.0,2.0925110220991567
0.0,0.250939055082395,0.0,2.82117763523246,3.784189633918261,2.4967362896573526,5.181783550292085,4.089860084108463,1.3862943611198906,1.6984852409932498,4.844187086458591,5.553172254744027,0.6931471805599453,0.2037162333531281,3.044522437723423,3.0687923183630907,0.0,0.0
0.0,0.0,0.0,0.7500122059421628,3.784189633918261,2.4683703107419483,5.181783550292085,2.2546496664109563,1.3862943611198906,2.0413967470674135,4.844187086458591,3.0104533509727296,0.6931471805599453,0.8536532718573233,3.044522437723423,2.4397578977846783,0.0,3.178670778772715
0.0,0.3584884677802037,0.0,0.7053320710788025,3.784189633918261,3.744751065828105,5.181783550292085,4.11210955388996,1.3862943611198906,0.9150860289310301,4.844187086458591,5.156520281992735,0.6931471805599453,0.0,3.044522437723423,2.6352575018678617,0.0,0.0
0.0,0.5659724943123694,0.0,1.5225436413384088,3.784189633918261,2.13988556400676,5.181783550292085,1.726771205868049,1.3862943611198906,1.744430838246268,4.844187086458591,4.983561003181361,0.6931471805599453,0.3741419513497856,3.044522437723423,0.35980397519985763,0.0,2.345507696792583
0.0,1.2328605490733724,0.0,1.484449540238324,3.784189633918261,4.253257057365515,5.181783550292085,3.271452550572511,1.3862943611198906,0.39564586272211133,4.844187086458591,2.8470245361225137,0.6931471805599453,0.0,3.044522437723423,1.9808227028657786,0.0,0.0
0.0,0.0320364998315564,0.0,0.16414909244305953,3.784189633918261,2.1852235379340073,5.181783550292085,2.636316322118322,1.3862943611198906,1.7195074234474488,4.844187086458591,3.7655323855227882,0.6931471805599453,0.0,3.044522437723423,1.1634780965776763,0.0,0.7177427444007591
0.0,0.3461962969272281,0.0,2.4848794089922883,3.784189633918261,2.36479961545161,5.181783550292085,2.6231309448167113,1.3862943611198906,0.35899662930611553,4.844187086458591,4.759596694215854,0.6931471805599453,0.3751708379645522,3.044522437723423,2.4597649519058393,0.0,0.2599946905465953
