RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.156074832496742,3.044522437723423,3.697697263544742,4.31748811353631,4.495037878812216,1.3862943611198906,1.6954226165372368
4.454347296253507,4.443409201134482,3.044522437723423,3.945575476164883,4.31748811353631,4.5393960478096504,1.3862943611198906,2.109122863578118
4.454347296253507,5.172190689591993,3.044522437723423,1.957584994609011,4.330733340286331,4.667615446781834,1.3862943611198906,1.7127855338593256
4.51085950651685,5.532180448623008,3.091042453358316,3.787243934869296,4.709530201312334,4.236549021390287,1.3862943611198906,1.6035228762299554
4.672828834461906,4.879435708167404,3.1780538303479458,2.804046905326783,4.736198448394496,4.6116686743336865,1.3862943611198906,2.008491217003066
4.672828834461906,5.532364366818483,3.1780538303479458,3.758049079751934,4.74493212836325,4.271675811442182,1.3862943611198906,1.7737138458995358
4.6913478822291435,4.572683067599151,3.258096538021482,4.3407150668028835,4.574710978503383,4.540690529989068,1.3862943611198906,1.5441253930846612
4.955827057601261,6.033064114897919,3.258096538021482,2.6118894001244577,3.970291913552122,4.391515591826616,1.3862943611198906,1.6237068917734758
4.969813299576001,4.801341648077895,3.258096538021482,3.1949885592883507,4.143134726391533,4.997868232262587,1.3862943611198906,1.5346646636021344
4.969813299576001,4.718853518369979,3.258096538021482,3.699252707660174,4.127134385045092,4.600670830232109,1.3862943611198906,1.402794026653735
4.962844630259907,5.241804729604368,3.5553480614894135,3.8655437562527593,4.248495242049359,5.291241916209117,1.3862943611198906,1.279400707417933
4.962844630259907,6.37984572580626,3.5553480614894135,3.2301590314856266,4.23410650459726,4.575644761116826,1.3862943611198906,1.8792463472841445
