RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,6.030608935826551,3.044522437723423,2.980290393884921,4.31748811353631,4.1471888751109995,1.3862943611198906,2.575146612436467
4.454347296253507,6.681052611027412,3.044522437723423,4.481882869597462,4.330733340286331,4.224816416072991,1.3862943611198906,0.37863126488519616
4.51085950651685,5.624563824206592,3.091042453358316,3.388494869615091,4.709530201312334,2.8755854914309777,1.3862943611198906,1.3450189885088906
4.672828834461906,4.3272291125393085,3.1780538303479458,1.8908121604739718,4.736198448394496,2.5127590876798243,1.3862943611198906,1.9784691464576873
4.672828834461906,4.973137990840214,3.1780538303479458,3.5431614258832016,4.74493212836325,3.9328906896057134,1.3862943611198906,2.410800143761381
4.6913478822291435,4.613549971835754,3.258096538021482,3.99237335193932,4.574710978503383,4.4274535851596415,1.3862943611198906,0.0
4.955827057601261,5.632526878621956,3.258096538021482,1.0516417260844122,3.970291913552122,3.166113653229655,1.3862943611198906,0.8224422018727047
4.969813299576001,4.93497724317958,3.258096538021482,5.301664144084487,4.143134726391533,4.423641708639547,1.3862943611198906,0.6683639033305877
4.969813299576001,4.43186687354911,3.258096538021482,3.9202601551259892,4.127134385045092,4.298486202655097,1.3862943611198906,1.433844741012618
4.962844630259907,5.4402112024036855,3.5553480614894135,0.0,4.248495242049359,3.3246388481910505,1.3862943611198906,1.1027174003401896
4.962844630259907,5.282024439649463,3.5553480614894135,1.6766604283538749,4.23410650459726,3.225212175282769,1.3862943611198906,0.0
