Project,Model,MAE,MAPE,RMSE,MSE
bcel,DLT,1416.07,2.52,1654.98,2738971.18
bcel,ETS,1589.44,2.86,1926.45,3711215.75
httpcore,DLT,3559.61,4.9,3878.08,15039534.0
httpcore,ETS,2971.8,3.93,4323.07,18688897.04
archiva,DLT,7558.85,7.27,13465.03,181306985.13
archiva,ETS,14359.07,14.65,21164.83,447949842.56
