S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.5108256237659906,1.0812651235231558
1.0986122886681098,1.4548373949500764,0.0,1.2423238552014642,0.6931471805599453,1.3546013894911657,1.9694406464655074,2.3145360585533226,3.3262343431887,0.5129908625213684,0.0,0.0,0.6061358035703155,1.0270517761203402
1.0986122886681098,1.235589540060482,0.0,1.3667456218905085,0.6931471805599453,0.562751338567028,1.9459101490553132,1.85969332116596,3.332204510175204,1.6197791825700911,0.0,0.0,0.6931471805599453,0.7170794782037178
1.0986122886681098,1.0114460571157013,0.0,0.4697403636597697,0.6931471805599453,0.7787056873178102,1.9299098077088723,2.2253764993325693,3.332204510175204,1.819600638055193,0.0,0.0,0.6359887667199967,1.4229857617948818
1.0986122886681098,0.6501623968273175,0.0,0.4063846685380219,0.6931471805599453,1.1601991877752513,1.9136492868370918,1.2526890352139988,3.332204510175204,1.359079399770075,0.0,0.0,0.5753641449035619,0.20230028324715954
1.0986122886681098,1.088760344441043,0.0,0.0,0.6931471805599453,1.1460777675794673,1.8971199848858813,2.722655299426607,3.332204510175204,3.2393052903374575,0.0,1.2546531680583965e-06,0.5108256237659907,0.39079274853666257
1.0986122886681098,1.094834688013538,0.0,2.150667487473378,0.6931471805599453,0.1992501821376097,1.8803128665695001,3.530676480169226,3.332204510175204,2.0898399266684193,0.0,0.0,0.44183275227903923,0.7513920387169379
1.0986122886681098,1.1209035043845221,0.0,1.5590158322587262,0.6931471805599453,1.2228457182672987,1.8632184332102,1.6065581261258366,3.332204510175204,0.4120639875377883,0.0,0.0,0.36772478012531734,0.7697711467989403
1.0986122886681098,0.6361175265793655,0.0,0.4372335732062289,0.6931471805599453,1.7044847225617592,1.8458266904983307,2.299874501045283,3.332204510175204,2.6344522550381373,0.0,0.0,0.2876820724517809,0.02304968700944987
1.0986122886681098,1.2127661874516624,0.0,2.407143246938785,0.6931471805599453,0.4861668220794514,1.8281271133989299,2.9774386532751853,3.332204510175204,1.3822672557528741,0.0,1.188369177650295e-06,0.20067069546215122,1.1581251720439025
1.0986122886681098,0.9825200904151914,0.0,1.4852881436007828,0.6931471805599453,0.6610593844754018,1.8101086078962514,2.062413486586314,3.332204510175204,2.4722123882001115,0.0,0.0,0.1053605156578263,1.3948662761998936
1.0986122886681098,1.2516985685381705,0.0,0.0,0.6931471805599453,1.3634733269614303,1.791759469228055,3.610337722489332,3.332204510175204,0.9395661801657624,0.0,0.0,0.0,0.3630362364722838
