S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated
4.406719247264253,3.9736462603351703,1.0986122886681098,0.7506859406485378,1.791759469228055,1.3000568012839122,2.5649493574615367,2.9404301144203595,3.295836866004329,2.3621206429605626,3.6888794541139363,2.945350239029016,3.6635616461296463,3.4455535302596,0.0,0.00845563664876762,1.6094379124341003,0.8320702696305738
4.406719247264253,3.7374615527098167,1.0986122886681098,0.7062705184221804,1.791759469228055,1.532254198751702,2.5649493574615367,0.7439952225130826,3.295836866004329,2.4642229712928785,3.6888794541139363,3.2295046547644963,3.6635616461296463,3.217298769578954,0.0,0.02526008442749615,1.6094379124341003,0.2224773150206545
4.406719247264253,4.658317505087298,1.0986122886681098,0.06377332436487526,1.791759469228055,1.4544794353429622,2.5649493574615367,2.8754776682063756,3.295836866004329,1.0173399836355417,3.6888794541139363,2.3056286597301967,3.6635616461296463,4.465720587097317,0.0,0.0,1.6094379124341003,0.0
4.406719247264253,3.0280481647991295,1.0986122886681098,0.9218399327896223,1.791759469228055,1.5677551595438692,2.5649493574615367,1.5505626696604742,3.295836866004329,1.8867466883830555,3.6888794541139363,4.3450233084877805,3.6635616461296463,3.8199616440488002,0.0,0.05220815221637769,1.6094379124341003,0.8731816099733467
4.406719247264253,4.805681622976471,1.0986122886681098,0.8906625794783112,1.791759469228055,1.8180588705521048,2.5649493574615367,0.0,3.295836866004329,1.8286633935962389,3.6888794541139363,3.1658562852398413,3.6635616461296463,2.1937322339037806,0.0,0.11048795121601238,1.6094379124341003,0.5181261939005826
4.406719247264253,4.045114980316767,1.0986122886681098,0.0,1.791759469228055,0.9203571334849444,2.5649493574615367,1.5499162415964236,3.295836866004329,1.221247483975453,3.6888794541139363,1.6414588770804937,3.6635616461296463,3.399717535427769,0.0,0.0,1.6094379124341003,1.8316236152593712
4.406719247264253,2.7816742131753376,1.0986122886681098,0.06210255887903526,1.791759469228055,2.0395709381673006,2.5649493574615367,3.310883825340479,3.295836866004329,2.0662689757268105,3.6888794541139363,3.7125272034002657,3.6635616461296463,3.162786324404225,0.0,0.0,1.6094379124341003,0.7088476012085597
4.406719247264253,4.644507817544403,1.0986122886681098,1.0370636429427202,1.791759469228055,0.0,2.5649493574615367,3.372457294762383,3.295836866004329,0.35114746418633347,3.6888794541139363,3.669513964833469,3.6635616461296463,3.0591988107905514,0.0,0.0,1.6094379124341003,0.7583675428005954
4.406719247264253,3.8768016734174986,1.0986122886681098,0.20389913777714774,1.791759469228055,1.4647506998686293,2.5649493574615367,3.6443150002508107,3.295836866004329,2.754654257933179,3.6888794541139363,3.450414870874368,3.6635616461296463,3.0650102054181767,0.0,0.0,1.6094379124341003,0.9716772854052562
4.406719247264253,3.3234306840301033,1.0986122886681098,1.0233902978339438,1.791759469228055,2.162539944478296,2.5649493574615367,4.732894814194208,3.295836866004329,1.9980849476073888,3.6888794541139363,3.723719014010069,3.6635616461296463,4.0624818555122015,0.0,0.057048147918520975,1.6094379124341003,1.5293038182433185
