RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,3.030084477453606,1.0986122886681098,1.5438033158687565,6.018593214496234,6.16810301630764,6.893656354602635,5.031907631950375
3.1354942159291497,2.6102648226036074,1.0986122886681098,0.6866961883571812,6.025865973825314,6.6309959483128065,6.904750769961838,5.567912393745311
3.1354942159291497,3.482208656385952,1.0986122886681098,0.8857117612730367,6.028278520230698,6.002410930413253,6.907755278982137,5.43117390287935
3.1354942159291497,2.7397344312617724,1.0986122886681098,1.8217946213238674,6.018593214496234,4.956290291129696,6.926577033222725,6.5744864091860755
3.258096538021482,3.585850613077744,1.0986122886681098,1.1828450246281368,5.937536205082426,5.748007483049311,6.903747257584598,6.297839136294726
3.258096538021482,3.765668416008484,1.3862943611198906,1.7844673908483646,6.016157159698354,6.51786971942804,7.00397413672268,6.874492534603083
3.332204510175204,2.8536593764009415,0.6931471805599453,2.4714637628921445,5.713732805509369,3.905009546245739,6.760414691083428,4.826804300974284
3.332204510175204,2.2634877945851213,0.6931471805599453,0.6302393538051266,5.71042701737487,4.71251273310166,6.7357800142423265,5.058971187922786
3.332204510175204,4.946815937337073,0.6931471805599453,2.4608423807387427,5.683579767338681,5.142906245361662,6.734591659972948,5.610605729036697
3.332204510175204,2.7634799565168615,0.6931471805599453,1.214645361359067,5.69035945432406,5.409964767813033,6.738152494595957,4.643157746817507
3.332204510175204,3.2425608627839937,0.6931471805599453,2.774846065018653,5.697093486505405,5.866550658310803,6.7580945044277305,5.280594634500892
