DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.848116364598481,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,3.617906254023124,4.8494227005125365,5.4296015191266385,2.9444389791664403,2.486372395055624
2.302585092994046,4.205916640583254,4.850727332139201,4.785260210286688,2.9444389791664403,4.123127015863187
2.302585092994046,2.3285054463728745,4.852030263919617,5.055509470264273,2.9444389791664403,4.525694956260103
2.302585092994046,1.8099316136362356,4.853331500277589,3.1068545910259684,2.9444389791664403,5.801634222313478
2.302585092994046,5.179894616869837,4.854631045619675,4.601025960805143,2.9444389791664403,2.6407797679762357
2.302585092994046,2.801761309221249,4.855928904335275,4.206534170543044,2.9444389791664403,3.3091706732161965
2.302585092994046,5.154200716802935,4.857225080796721,5.753064276312324,2.9444389791664403,6.1895794114076
2.302585092994046,1.9073825701124922,4.858519579359367,6.410826151605211,2.9444389791664403,2.751366565107569
2.302585092994046,2.3063520503869888,4.859812404361672,4.6176162459800185,2.9444389791664403,5.954923433330032
2.302585092994046,1.9886650026380122,4.90527477843843,5.408479474470789,2.9444389791664403,1.846094988071938
2.302585092994046,4.941321066529325,4.948759890378168,3.6996571325213172,2.9444389791664403,5.630175912564075
