DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
2.302585092994046,3.347618273965604,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
2.302585092994046,3.1554587011694655,4.820281565605037,3.5586051880900778,2.9444389791664403,3.405337806752412
2.302585092994046,2.8155399035863353,4.820281565605037,3.2836123892476863,2.9444389791664403,4.660469470693821
2.302585092994046,2.2097077901998348,4.820281565605037,3.899750887614255,2.9444389791664403,4.967830587523677
2.302585092994046,2.567331556106998,4.820281565605037,4.627515211587445,2.9444389791664403,5.5001804477977245
2.302585092994046,3.5193865444418626,4.825108606353353,3.8609947477344027,2.9444389791664403,2.600603740098875
2.302585092994046,3.4199903955889375,4.829912458665998,4.394525096113319,2.9444389791664403,4.338912022889289
2.302585092994046,0.0,4.8346933442663405,5.2477219224433345,2.9444389791664403,3.668561971095997
2.302585092994046,1.8975613421428166,4.839451481712757,4.411832662971758,2.9444389791664403,8.426220462573319
2.302585092994046,2.710388048537695,4.844187086458591,3.2095653090893848,2.9444389791664403,6.151763653684407
2.302585092994046,0.7205904704212092,4.845498562056402,3.8276024637184585,2.9444389791664403,4.611097556522781
2.302585092994046,2.614697210307708,4.846808319938465,5.601695157211731,2.9444389791664403,3.789543698249001
2.302585092994046,4.58957414362882,4.848116364598481,3.2714374936793273,2.9444389791664403,1.5363125548526813
2.302585092994046,2.325518688810989,4.8494227005125365,4.407564267863667,2.9444389791664403,3.250285618068998
2.302585092994046,4.288426163923204,4.850727332139201,5.121529095923616,2.9444389791664403,5.315204240839825
2.302585092994046,2.6275233392974293,4.852030263919617,3.5510969945407327,2.9444389791664403,4.377468791691353
2.302585092994046,3.2474357298122687,4.853331500277589,4.8156270390705735,2.9444389791664403,6.576425927371881
2.302585092994046,4.34664688573948,4.854631045619675,4.01792104369458,2.9444389791664403,3.348039775591765
2.302585092994046,2.109059917535149,4.855928904335275,3.8724013282489422,2.9444389791664403,3.02711533301012
2.302585092994046,3.149886098111536,4.857225080796721,4.641091020835623,2.9444389791664403,3.422612922714431
2.302585092994046,2.1186068042060837,4.858519579359367,4.256751361287392,2.9444389791664403,7.12206120301604
2.302585092994046,3.230123203587303,4.859812404361672,3.4803951634465213,2.9444389791664403,5.317539122426878
2.302585092994046,1.4824431907788667,4.90527477843843,3.687300433675964,2.9444389791664403,6.274910013510052
2.302585092994046,0.0,4.948759890378168,5.221764411952899,2.9444389791664403,3.3407533856811806
