S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.948759890378168,4.189295074572902,3.258096538021482,3.411590488688553,1.3862943611198906,1.5414280278559198,1.0986122886681098,0.08546578921313353,0.0,3.0021800730187986,7.00397413672268,6.007955147221165,3.5263605246161616,2.133853788746623
4.983606621708336,4.928732607489344,3.332204510175204,3.0648053888948126,0.6931471805599453,1.432303881047777,0.6931471805599453,0.2567744875244402,0.0,2.386665241948722,6.75110146893676,6.817081412646121,3.5553480614894135,1.7550593407597583
4.969813299576001,4.773173423501397,3.332204510175204,3.8822523750015647,0.6931471805599453,0.25565854397802923,0.6931471805599453,0.09275699428039295,0.0,1.7926609691895432,6.760414691083428,7.939818508890715,3.5553480614894135,1.8261200084141165
4.976733742420574,3.393004204938939,3.332204510175204,2.8077674219754365,0.6931471805599453,1.3816529925551253,0.6931471805599453,0.11864455288326384,0.0,4.778448540085879,6.716594773520978,4.928940336991955,3.6375861597263857,2.943015955375982
4.997212273764115,4.182081636915131,3.332204510175204,3.98128491736799,0.6931471805599453,0.4414801673853537,0.6931471805599453,0.16837128831394857,0.0,2.7229237523717016,6.7357800142423265,5.105308984396287,3.6375861597263857,0.7890134069654935
5.003946305945459,3.669501797325223,3.332204510175204,3.8814840346019412,0.6931471805599453,0.5105491519194423,0.6931471805599453,0.0,0.0,5.1914179938379466,6.733401891837359,4.740190464815643,3.6375861597263857,2.3398920719363723
5.003946305945459,4.412984910846182,3.332204510175204,3.333521694746643,0.6931471805599453,0.36680692658262126,0.6931471805599453,0.1495341675215653,0.0,2.8456583997494604,6.7339969528486705,7.647798832299957,3.6375861597263857,2.9237496041902378
5.003946305945459,3.7671816841268617,3.332204510175204,3.7938462221718363,0.6931471805599453,1.8184740726708486,0.6931471805599453,0.40314691817410986,0.0,5.500619462422343,6.734591659972948,5.562623570995023,3.6375861597263857,1.10294386207489
5.0106352940962555,4.054843317801542,3.332204510175204,3.056435359156176,0.6931471805599453,1.7686868332062133,0.6931471805599453,0.19625787461421104,0.0,3.238245902121006,6.734591659972948,6.282487689303282,3.6375861597263857,2.7983596603199175
5.030437921392435,4.089697504184746,3.332204510175204,2.627780811578851,0.6931471805599453,0.516101068416617,0.6931471805599453,0.30057609728820134,0.0,2.5237111063095496,6.739336627357174,5.920451713483225,3.6375861597263857,1.3021071313698416
5.030437921392435,4.051912575044866,3.332204510175204,3.6181425005909627,0.6931471805599453,0.8697779357097764,0.6931471805599453,0.0,0.0,3.945538682229098,6.75343791859778,6.136575742954486,3.6375861597263857,1.4555775314109993
5.087596335232384,3.577100140328387,3.332204510175204,3.9993575518915536,0.6931471805599453,2.1402691012182276,0.6931471805599453,0.035324546312620275,0.0,5.392295493523673,6.759255270663693,6.018962534746788,3.713572066704308,0.1146515349525501
