RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.1672952681634388,3.1354942159291497,2.4528347234818746,3.784189633918261,2.19512399371834,5.181783550292085,3.678397983841379,3.044522437723423,2.9623204041086657,0.0,0.9107424226648473
3.367295829986474,2.8004980963997563,3.1354942159291497,2.0190230922970978,3.784189633918261,4.798703099318602,5.181783550292085,2.621502780485755,3.044522437723423,2.3149075148432567,0.0,1.05831212318699
3.367295829986474,3.281686192525984,3.1354942159291497,3.490250915702261,3.784189633918261,4.184468243201045,5.181783550292085,1.6279013572194898,3.044522437723423,1.845983461084415,0.0,0.0
3.367295829986474,3.5028278806762203,3.1354942159291497,3.5468742793378807,3.784189633918261,2.7337727099309954,5.181783550292085,3.1117834281594154,3.044522437723423,2.5666213909772226,0.0,0.698139946617746
3.367295829986474,2.968632021151449,3.1354942159291497,2.279423681353167,3.784189633918261,5.082175877149853,5.181783550292085,4.282310277825331,3.044522437723423,2.51014732828834,0.0,2.7461955344503215
3.367295829986474,3.374675433001631,3.1354942159291497,1.8817698121146944,3.784189633918261,3.3968457008079658,5.181783550292085,5.431051284429825,3.044522437723423,2.1866599399252515,0.0,2.3217449151417044
3.367295829986474,2.8929014377318114,3.1354942159291497,1.972993224488163,3.784189633918261,2.450686421464067,5.181783550292085,4.7262965729230295,3.044522437723423,2.8863423370949115,0.0,1.6570228947419903
3.367295829986474,3.001230517058721,3.1354942159291497,1.7465533388049965,3.784189633918261,2.367274323104776,5.181783550292085,5.261421928135916,3.044522437723423,2.681620674269057,0.0,0.0
3.367295829986474,3.400284890462775,3.1354942159291497,2.162378469147975,3.784189633918261,4.316682623103283,5.181783550292085,3.726654540274679,3.044522437723423,2.3239868022166132,0.0,0.3966174634884847
3.367295829986474,2.981189434234815,3.1354942159291497,2.570604926945072,3.784189633918261,2.9584625995885068,5.181783550292085,4.082960796937453,3.044522437723423,2.8665397017577443,0.0,0.8685541245201549
3.367295829986474,2.9986084316407426,3.1354942159291497,2.319412221415894,3.784189633918261,4.434273355600823,5.181783550292085,2.35042603175803,3.044522437723423,3.1053210215480047,0.0,0.5760699424139036
3.367295829986474,2.926653640800843,3.1354942159291497,2.2643342220534795,3.784189633918261,2.5198266469597774,5.181783550292085,5.056475413221576,3.044522437723423,2.804361866208612,0.0,3.055603124072545
3.367295829986474,3.610168669494559,3.1354942159291497,2.5705809548114606,3.784189633918261,3.3420005968333295,5.181783550292085,4.012066854620654,3.044522437723423,1.4175204750347712,0.0,1.9628973741839493
3.367295829986474,3.3977237654907544,3.1354942159291497,3.0430634018695475,3.784189633918261,1.7845981274664269,5.181783550292085,4.09795493267437,3.044522437723423,2.2318391358335994,0.0,1.0589874900392835
3.367295829986474,3.5990405665033154,3.1354942159291497,3.137336242347504,3.784189633918261,2.6872002188840622,5.181783550292085,3.1188430425474873,3.044522437723423,2.230012724180716,0.0,2.450398014264137
3.367295829986474,3.5788318449132643,3.1354942159291497,1.9790200065895405,3.784189633918261,2.606584297518601,5.181783550292085,3.652080083718418,3.044522437723423,3.429892971489005,0.0,3.0262614877301006
3.367295829986474,3.7070815327648154,3.1354942159291497,2.5413036744674553,3.784189633918261,3.538206472371013,5.181783550292085,5.628407866115272,3.044522437723423,3.323965667460942,0.0,2.14305900970695
3.367295829986474,3.4282833047069414,3.1354942159291497,2.5578882321110954,3.784189633918261,2.518952412070369,5.181783550292085,2.5154553766988803,3.044522437723423,2.542077061740386,0.0,1.4030596591193356
3.367295829986474,3.315144278598892,3.1354942159291497,1.92930655273501,3.784189633918261,3.09518307921941,5.181783550292085,5.238725985749539,3.044522437723423,1.550106706957051,0.0,1.5040411147544472
3.367295829986474,2.1381808767004897,3.1354942159291497,1.9400530222586712,3.784189633918261,1.7677702314803605,5.181783550292085,2.675182149598857,3.044522437723423,1.4386616676117603,0.0,1.1220602442802323
3.367295829986474,2.9972444971724657,3.1354942159291497,2.359688009614493,3.784189633918261,3.6038898920755718,5.181783550292085,4.017853103945308,3.044522437723423,2.785121615164361,0.0,0.0
3.367295829986474,2.5016180331820568,3.1354942159291497,1.9090317275917634,3.784189633918261,3.0163865356371784,5.181783550292085,5.080796332457572,3.044522437723423,1.9545237973019183,0.0,0.7326980082261922
3.367295829986474,3.609418584602608,3.1354942159291497,2.247535154091069,3.784189633918261,3.941043831608583,5.181783550292085,2.273467504993653,3.044522437723423,1.8012535749626661,0.0,3.870789191135028
