S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
6.697034247666484,6.544627715346055,3.713572066704308,3.5956801464788457,4.634728988229636,4.355698515707799,2.5649493574615367,2.599013406349761,4.143134726391533,4.108846500182435,3.912023005428146,4.124104547864934
6.697034247666484,6.593831823424142,3.713572066704308,3.5996378047342374,4.634728988229636,4.189613901343812,2.5649493574615367,2.5860316557102525,4.143134726391533,4.072313106127198,3.912023005428146,4.078972198009494
6.697034247666484,6.488265697119908,3.713572066704308,3.500160360477323,4.634728988229636,4.377472197951048,2.5649493574615367,2.6592396435941406,4.143134726391533,4.090731645135508,3.912023005428146,3.747549453564427
6.697034247666484,6.473432663158884,3.713572066704308,3.6026855219123823,4.634728988229636,4.419351638855767,2.5649493574615367,2.585100866031297,4.143134726391533,4.100161713091097,3.912023005428146,4.252232188372738
6.697034247666484,6.631235354615952,3.713572066704308,3.5444160391067796,4.634728988229636,4.2907559906107435,2.5649493574615367,2.6490763364524996,4.143134726391533,4.1424474242799905,3.912023005428146,4.336661106841392
6.697034247666484,6.688730616012713,3.713572066704308,3.6242766781763964,4.634728988229636,4.233755997269479,2.5649493574615367,2.5517978215151462,4.143134726391533,4.047219850033664,3.912023005428146,4.165702563393958
6.695798917058491,6.511110168363155,3.713572066704308,3.524613750505899,4.634728988229636,4.228993265585161,2.5649493574615367,2.588278137106932,4.143134726391533,4.0871239659261756,3.912023005428146,4.223527352960735
6.695798917058491,6.410623357873301,3.713572066704308,3.5809539237127215,4.634728988229636,4.457566542094141,2.5649493574615367,2.591680566441507,4.143134726391533,4.07709571140735,3.912023005428146,4.3345829131832145
6.69641677311769,6.525905193564728,3.713572066704308,3.505883752455966,4.634728988229636,4.416347398627809,2.5649493574615367,2.613421634024927,4.143134726391533,4.140948919201606,3.912023005428146,4.145346379720028
6.697034247666484,6.51853099647008,3.713572066704308,3.6022525185107668,4.634728988229636,4.39030814656554,2.5649493574615367,2.5922878828844325,4.143134726391533,4.13329916912734,3.912023005428146,4.105331862697532
6.697651341175731,6.5800468642525285,3.713572066704308,3.483463781451584,4.634728988229636,4.499859695907846,2.5649493574615367,2.5576823140070046,4.143134726391533,4.114106675127506,3.912023005428146,4.204947315222107
6.698268054115413,6.748767699990956,3.713572066704308,3.6761464433165845,4.634728988229636,4.569989071452116,2.5649493574615367,2.6473060393734094,4.143134726391533,4.13213808266045,3.912023005428146,4.263949224137859
