RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.5257771575512358,3.5553480614894135,3.3241618483350153,2.4849066497880004,4.288801949621111,0.6931471805599453,2.599355956726943,0.0,1.2264470614375145,5.032885903031075,4.534028144429186,3.716616209085536,3.848777899491394,3.091042453358316,2.4454143792319614,3.5553480614894135,3.375888409448223,5.8256313078188295,5.475244663983493,3.258096538021482,2.7747795250883027
3.1354942159291497,3.2986235724608206,3.5553480614894135,3.5533974096470877,2.4849066497880004,4.629101062400567,0.6931471805599453,2.9043879963900374,0.0,0.44438276422995315,5.043425116919247,5.251370376420944,3.713572066704308,3.2709356753045293,3.091042453358316,2.8034912338482103,3.5553480614894135,4.091418146572685,5.82600010738045,5.7849501246491855,3.258096538021482,4.371120294473472
3.1354942159291497,2.6515830346493385,3.5553480614894135,3.6245753320078062,2.4849066497880004,4.827646183447358,0.6931471805599453,0.48702574410383415,0.0,0.0,5.043425116919247,4.72989253177624,3.713572066704308,3.6820285527658343,3.091042453358316,2.0362982311817572,3.5553480614894135,4.672769736299001,5.82600010738045,5.172158316832771,3.258096538021482,1.6545385823808632
3.1354942159291497,3.405045505190601,3.5553480614894135,3.551844612352522,2.4849066497880004,4.761347653837981,0.6931471805599453,1.9676355099175091,0.0,0.9597297230617872,5.043425116919247,3.7978137101147618,3.713572066704308,4.196972579029007,3.091042453358316,4.63822081121632,3.5553480614894135,3.3680895223480363,5.82600010738045,5.637380741948839,3.258096538021482,1.9521040956878812
3.1354942159291497,3.026805557922398,3.5553480614894135,3.5491839885157845,2.4849066497880004,3.73131207968645,0.6931471805599453,5.360244929134447,0.0,0.25324691893984597,5.043425116919247,4.130232437172389,3.713572066704308,4.769411327368686,3.091042453358316,3.432753849035342,3.5553480614894135,3.7418125137553244,5.82600010738045,5.446616505828651,3.258096538021482,2.455463780715365
3.1354942159291497,3.1662002089053662,3.5553480614894135,2.9547046861670045,2.4849066497880004,3.3403167410322574,0.6931471805599453,0.4881759613008603,0.0,0.9939667221553133,5.043425116919247,3.954942287546003,3.713572066704308,2.872501973371035,3.091042453358316,2.6785409875934674,3.5553480614894135,4.054115574855762,5.82600010738045,5.675782930421131,3.258096538021482,1.9128461446089728
3.1354942159291497,3.4452142174957814,3.5553480614894135,3.802191357949915,2.4849066497880004,5.794215333592229,0.6931471805599453,3.3192961877471547,0.0,1.643134072362371,5.043425116919247,4.460782381692903,3.713572066704308,3.309767995460909,3.091042453358316,2.8583321098371615,3.5553480614894135,2.9241248270628013,5.82600010738045,6.428751595364495,3.258096538021482,3.7701572423632626
3.1354942159291497,4.440228376930762,3.5553480614894135,3.949339490598617,2.4849066497880004,3.8047694906966107,0.6931471805599453,2.3500396078332515,0.0,0.44109257543041636,5.043425116919247,5.969578552846691,3.713572066704308,4.2939996796258235,3.091042453358316,2.6152451548801117,3.5553480614894135,3.330601663883669,5.82600010738045,5.662985308484213,3.258096538021482,3.653901821651575
3.1354942159291497,2.9285975312272043,3.5553480614894135,3.138699830032664,2.4849066497880004,3.9755514710874422,0.6931471805599453,0.8976084174437498,0.0,1.657631826476287,5.043425116919247,4.102096023167311,3.713572066704308,3.39000465948832,3.091042453358316,1.9401976493405888,3.5553480614894135,3.025981191078637,5.82600010738045,6.5196260723076485,3.258096538021482,0.0
3.1354942159291497,2.8569761888665353,3.5553480614894135,3.4800081325690106,2.4849066497880004,5.7500046933121,0.6931471805599453,3.8257519272735316,0.0,0.5762506516041114,5.043425116919247,4.2402454409737045,3.713572066704308,3.904868413773987,3.091042453358316,1.9743286777965947,3.5553480614894135,2.724278906125307,5.82600010738045,3.343171169086061,3.258096538021482,2.0147481378136405
3.1354942159291497,3.1417669331102114,3.5553480614894135,2.8828809998388207,2.4849066497880004,3.187421992899159,0.6931471805599453,1.1002083341255786,0.0,0.11430086835558284,5.043425116919247,3.248014482215133,3.713572066704308,4.322611896054526,3.091042453358316,2.0598297275055004,3.5553480614894135,3.1312430436053207,5.82600010738045,7.340968932699472,3.258096538021482,5.203176962908398
3.1354942159291497,3.154870473492605,3.5553480614894135,2.0116440992312534,2.4849066497880004,2.988925640873741,0.6931471805599453,2.2152816022441084,0.0,2.1096375587544416,5.043425116919247,5.038364165584937,3.713572066704308,3.142435092660512,3.091042453358316,1.7159714171012324,3.5553480614894135,3.944254589355783,5.82600010738045,7.318488334294882,3.258096538021482,1.8774440788381428
