S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.454347296253507,3.9364613519832385,1.791759469228055,1.7486041737050027,3.332204510175204,3.2996409527325605,1.0986122886681098,1.1051019374756184,0.0,0.06330336907655859,0.0,0.09004520041977337,3.258096538021482,3.068186360065498,4.7535901911063645,4.681671185304558,4.894101477840304,4.799755587182892,0.0,0.0,2.302585092994046,2.2558705659558735,0.0,0.1979038878287742
4.456283405280375,4.249013334788473,1.791759469228055,1.6732457919522012,3.332204510175204,3.32216180346569,1.0986122886681098,0.9543679133940443,0.0,0.08607743627253778,0.0,0.0,3.258096538021482,3.1020654463643416,4.7535901911063645,4.90297158739333,4.8972177159495125,4.677796745574189,0.0,0.0,2.302585092994046,2.485111080687031,0.0,0.4083470395564231
4.458215773031428,4.082371808592483,1.791759469228055,2.0260353061964707,3.332204510175204,3.302540741067329,1.0986122886681098,1.2264299650400785,0.0,0.0,0.0,0.22815287603035544,3.258096538021482,3.158961863638979,4.7535901911063645,4.594017163308368,4.9003242732785735,4.91680994313277,0.0,0.0,2.302585092994046,2.534062428159667,0.0,0.14269222732944434
4.460144413937834,3.9209047895969737,1.791759469228055,1.421247419748429,3.332204510175204,3.308623671998843,1.0986122886681098,0.8128595355853732,0.0,0.0,0.0,0.0,3.258096538021482,3.1837220321944306,4.7535901911063645,4.781590397647482,4.903421209789107,4.675056083058178,0.0,1.1094258020644026e-06,2.302585092994046,2.097296179607908,0.0,0.518748949787388
4.4620693423474185,3.945976546509815,1.791759469228055,1.8303747412008722,3.332204510175204,3.251938650208704,1.0986122886681098,1.207872079232296,0.0,0.0,0.0,0.0,3.258096538021482,3.299629957978379,4.7535901911063645,4.861724095328672,4.906508584887358,4.6897571503155575,0.0,0.0,2.302585092994046,1.9931873575098842,0.0,0.46763996934931507
4.4639905725253115,4.795811722989761,1.791759469228055,2.1014614773097344,3.332204510175204,3.289114991608016,1.0986122886681098,1.1335288615909511,0.0,0.0,0.0,0.0,3.258096538021482,3.0136772140198116,4.7535901911063645,4.716032531638718,4.909586457431038,4.830472484174961,0.0,0.0,2.302585092994046,2.047967564392922,0.0,0.13577104362852885
4.465908118654584,3.4248548740171696,1.791759469228055,2.1266608043359696,3.332204510175204,3.3152027087772424,1.0986122886681098,1.0616066551987748,0.0,0.35982881638155756,0.0,0.5316292586134509,3.258096538021482,2.8390578437605147,4.7535901911063645,4.732637875914235,4.912654885736052,4.892537923602051,0.0,0.0,2.302585092994046,2.534563184199497,0.0,0.0
4.465908118654584,4.290662443474185,1.791759469228055,2.067536141677018,3.332204510175204,3.3274302395503397,1.0986122886681098,0.9668501866481812,0.0,0.0,0.0,0.0,3.258096538021482,3.04594674134628,4.770684624465665,4.861893784752974,4.912654885736052,4.862608981279227,0.0,0.0,2.302585092994046,2.2939431059679185,0.0,0.2985032622605134
4.465908118654584,4.710364873914367,1.791759469228055,1.7017079763043108,3.332204510175204,3.206243732958873,1.0986122886681098,1.0003331763659171,0.0,0.3890491613905549,0.0,0.0,3.258096538021482,3.162609003947634,4.770684624465665,4.718555824789697,4.952299717083292,4.734469513221909,0.0,0.0,2.302585092994046,2.2895574443102453,0.0,0.028767894652979437
4.465908118654584,3.5482823298346244,1.791759469228055,1.8966832110533878,3.332204510175204,3.4405960507379834,1.0986122886681098,1.110577555616274,0.0,0.0,0.0,0.6424349466118704,3.258096538021482,3.454314137404158,4.770684624465665,4.523780265747148,4.990432586778736,4.778935169641977,0.0,0.0,2.302585092994046,2.3871314558260903,0.0,0.22172436117711944
