S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.6931471805599453,0.7474193044501546,2.5068855565067754,2.363278455116825,1.3862943611198906,1.2938383108307667,2.0794415416798357,2.132264774171836,4.189654742026425,4.136555343838462,0.0,0.4362929003271627
0.6931471805599453,0.7638646793970273,2.512305623976115,2.597822958072454,1.3862943611198906,1.8147973686610874,2.0794415416798357,1.8281907626156315,4.189654742026425,3.8621671094911534,0.0,0.11860525833050306
0.6931471805599453,0.5620616258291653,2.517696472610991,2.0759553364857135,1.3862943611198906,1.0305683819501708,2.0794415416798357,2.2964478962449237,4.189654742026425,4.486531115575032,0.0,0.7395079168095535
0.6931471805599453,0.5849988822566793,2.5230584157523768,2.5602491324581877,1.3862943611198906,1.6211187521865613,2.0794415416798357,2.0042783118084952,4.189654742026425,4.495752136198995,0.0,0.48920630381510827
0.6931471805599453,0.39279172942447277,2.528391761727739,2.478127075872424,1.3862943611198906,0.5833251184415699,2.0794415416798357,1.9785414596230912,4.189654742026425,3.5214145445052587,0.0,0.5669886974237321
0.6931471805599453,1.1358552624903069,2.533696813957432,2.6373709265704655,1.3862943611198906,1.7282839840561408,2.0794415416798357,2.017922284311282,4.189654742026425,4.327691365106413,0.0,0.4536304266399446
0.6931471805599453,0.4347771432813816,2.538973871058276,2.2329247123732525,1.3862943611198906,1.1053299343417107,2.0794415416798357,2.2949227807886765,4.189654742026425,4.154959267577798,0.0,0.6163453427268728
0.6931471805599453,1.3142090110635718,2.54422322694442,1.9612487803769962,1.3862943611198906,1.3188725360431914,2.0794415416798357,2.38841798430127,4.189654742026425,4.4813484318503924,0.0,0.0
0.6931471805599453,0.692097404365255,2.5494451709255714,2.5537330177873137,1.3862943611198906,1.2250971295663209,2.0794415416798357,2.203795598598253,4.189654742026425,4.454595849768175,0.0,0.20250359499823525
0.6931471805599453,0.9705919791430797,2.5546399878026755,2.495509553690955,1.3862943611198906,1.209157984232437,2.0794415416798357,1.9912168399119963,4.189654742026425,4.175755253528414,0.0,0.40268971727492686
0.6931471805599453,0.7951672542557651,2.559807957961118,2.3136839116966486,1.3862943611198906,1.0808106474481889,2.0794415416798357,2.0982677964734084,4.189654742026425,4.0502128487920706,0.0,0.6914900699615303
0.6931471805599453,1.2998946230961868,2.5649493574615367,1.9044447061927396,1.3862943611198906,1.7798950057332088,2.0794415416798357,2.1881318327969956,4.189654742026425,4.232319135271318,0.0,0.692950845145139
