S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,4.848116364598481,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,2.0427713118183424,4.8494227005125365,5.055287940487026,2.9444389791664403,2.574200202512609
0.0,1.690858361025774,4.850727332139201,5.132469621595755,2.9444389791664403,4.165213976484204
0.0,0.7665642092070288,4.852030263919617,3.217539338724615,2.9444389791664403,2.3621710631411075
0.0,2.58814256642405,4.853331500277589,3.833956654298933,2.9444389791664403,4.634653824457924
0.0,1.439416668238184,4.854631045619675,3.979882738734601,2.9444389791664403,4.436913655459917
0.0,2.18637264309455,4.855928904335275,5.806926125300135,2.9444389791664403,6.4545072636770255
0.0,0.0,4.857225080796721,4.00960265491196,2.9444389791664403,7.073155394956821
0.0,0.3312537123022349,4.858519579359367,3.9266687426311866,2.9444389791664403,5.20090691169313
0.0,1.004975557996951,4.859812404361672,2.3405086039645466,2.9444389791664403,3.8267402732822764
0.0,0.0,4.90527477843843,4.536966786487781,2.9444389791664403,1.837082141572779
0.0,0.0,4.948759890378168,3.783500037569412,2.9444389791664403,2.3484229226613853
