S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,2.457435702056153,4.820281565605037,4.972795972009045,2.9444389791664403,2.184913370627968
0.0,1.4239000105182864,4.820281565605037,4.089377126765749,2.9444389791664403,3.2014447299749116
0.0,0.36069396829207157,4.820281565605037,5.309948146590744,2.9444389791664403,4.52667547190037
0.0,1.9032838229370772,4.820281565605037,6.062193564851395,2.9444389791664403,6.246315439256479
0.0,1.6209487066637203,4.825108606353353,4.793823742712011,2.9444389791664403,4.416979868672618
0.0,0.0,4.829912458665998,5.166317403432019,2.9444389791664403,4.244554633738931
0.0,0.0,4.8346933442663405,3.502811428672418,2.9444389791664403,2.225626698718921
0.0,0.0,4.839451481712757,3.222986997335388,2.9444389791664403,7.366075411131814
0.0,1.3019326703986724,4.844187086458591,3.13972833788032,2.9444389791664403,4.982496438169202
0.0,0.9883444543475953,4.845498562056402,4.214448851818566,2.9444389791664403,2.908283676841
0.0,2.0863854161204136,4.846808319938465,3.353891730598649,2.9444389791664403,3.7197256683383415
0.0,0.47501093644652914,4.848116364598481,2.8825664627265657,2.9444389791664403,3.7006766718188993
0.0,1.624926290376732,4.8494227005125365,3.2022532255566016,2.9444389791664403,4.3217853183015515
0.0,0.8536206911350206,4.850727332139201,5.6629867466165305,2.9444389791664403,5.345710336213579
0.0,3.8654522559915323,4.852030263919617,3.7399646190668348,2.9444389791664403,0.948225671285535
0.0,0.0,4.853331500277589,5.150226267611321,2.9444389791664403,6.069676810532182
0.0,0.5224401052849419,4.854631045619675,4.955167984179537,2.9444389791664403,6.271890538059762
0.0,0.6532715436525589,4.855928904335275,2.3150453609234942,2.9444389791664403,2.923842067202754
0.0,0.6747457088832758,4.857225080796721,5.7490812961732605,2.9444389791664403,3.308503215537509
0.0,0.28868389237831704,4.858519579359367,6.024481632278839,2.9444389791664403,4.556917038273089
0.0,0.0,4.859812404361672,4.564326532996276,2.9444389791664403,2.3367870025473474
0.0,2.0791052277768696,4.90527477843843,4.144591706477373,2.9444389791664403,2.495677922820999
0.0,1.9485371046908475,4.948759890378168,4.874121220726984,2.9444389791664403,3.915176729529088
