S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,0.9427585907412893,4.820281565605037,4.776589485029142,2.9444389791664403,2.4488322635743853
0.0,1.3696262337505989,4.820281565605037,3.832728350110373,2.9444389791664403,5.825905887114211
0.0,0.7539143918168512,4.820281565605037,3.8664337416958356,2.9444389791664403,8.040332124716807
0.0,1.2566334151906728,4.820281565605037,3.6986784234491625,2.9444389791664403,2.998143751103827
0.0,2.3781754263045256,4.825108606353353,4.644096997404643,2.9444389791664403,6.022032928080351
0.0,0.0,4.829912458665998,4.980610192126041,2.9444389791664403,3.9736871737984636
0.0,0.0,4.8346933442663405,5.683461550342548,2.9444389791664403,2.572102464130432
0.0,0.0,4.839451481712757,4.014756609683368,2.9444389791664403,4.605008171606887
0.0,1.5683008095504731,4.844187086458591,4.768046189570241,2.9444389791664403,4.114929452517626
0.0,2.013984705852115,4.845498562056402,5.063036624936272,2.9444389791664403,5.607649103364373
0.0,3.7798498951915795,4.846808319938465,3.4414704158997265,2.9444389791664403,3.747385866678241
0.0,3.3723580957949455,4.848116364598481,2.5524048504413495,2.9444389791664403,3.644728507510013
0.0,0.0,4.8494227005125365,3.7990783867854856,2.9444389791664403,4.9717831893941575
0.0,1.093168533236576,4.850727332139201,4.627685288708614,2.9444389791664403,3.0767110550695733
0.0,0.0,4.852030263919617,4.30556413816005,2.9444389791664403,5.230382423916352
0.0,0.0,4.853331500277589,6.702899624098864,2.9444389791664403,3.5993834171706456
0.0,0.6319955258082428,4.854631045619675,3.2361661126798396,2.9444389791664403,5.9970128078701315
0.0,0.0,4.855928904335275,5.163792269869393,2.9444389791664403,5.391574943319917
0.0,0.5513415958440986,4.857225080796721,3.6220172588946213,2.9444389791664403,4.531389822882694
0.0,1.7012025212767865,4.858519579359367,5.129154321364253,2.9444389791664403,3.0490642581498157
0.0,1.3501456099448255,4.859812404361672,2.874093046626368,2.9444389791664403,4.664022598790048
0.0,0.7778909910008155,4.90527477843843,4.858052090086023,2.9444389791664403,3.289320888614699
0.0,0.0,4.948759890378168,3.719815091605624,2.9444389791664403,3.2966654810760248
