S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,1.013619075834717,0.25241187134073034,0.0,0.18529177914319295,0.6931471805599453,0.6743462050229961,0.0,1.1795748374291268,1.9459101490553132,2.628571057555208,4.237963789997018,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,0.0,0.28515064114304844
1.6094379124341003,1.5693554351923364,1.0216512475319812,0.0,0.0,0.22088002769055728,0.6931471805599453,0.8406032530828097,0.0,1.571039267242765,1.9459101490553132,2.945826887954333,4.238925791033208,3.821611504651996,1.0986122886681098,1.0041561030250785,1.6094379124341003,1.568152492390447,0.0,0.593936126517232
1.6094379124341003,1.552148599415956,1.0296194171811583,0.14368516056465946,0.0,0.3216279716431937,0.6931471805599453,0.667219733524484,0.0,0.8837591106943745,1.9459101490553132,2.811114034419594,4.239886867512759,3.802913364872392,1.0986122886681098,0.6923158087761976,1.6094379124341003,1.6151998212013432,0.0,0.08032895879086938
1.6094379124341003,1.544696690760228,1.0375245966882716,0.09828293979886779,0.0,0.5503321532049518,0.6931471805599453,0.7660157261322518,0.0,0.038597808009434464,1.9459101490553132,2.2710367045484094,4.240847021211102,4.197653293118214,1.0986122886681098,0.8470786471113054,1.6094379124341003,1.5959975365511594,0.0,0.8991704372840469
1.6094379124341003,1.6435477204233588,1.0453677741492975,0.496095645449703,0.0,0.0,0.6931471805599453,0.6985627720804336,0.0,1.375890540546386,1.9459101490553132,2.2128985022127794,4.241806253898562,4.678273052216242,1.0986122886681098,1.0128044613067986,1.6094379124341003,1.6535063525759055,0.0,0.6099269773960243
1.6094379124341003,1.4078491297289704,1.0531499145913523,0.0,0.0,0.0,0.6931471805599453,0.6445632890334462,0.0,2.352485674652896,1.9459101490553132,3.0110974492591827,4.242764567340374,2.9116919959847296,1.0986122886681098,1.1763530792658154,1.6094379124341003,1.4372395053190736,0.0,0.7330170400987757
1.6094379124341003,1.659948716054354,1.0608719606852626,0.0,0.0,0.2126338924403388,0.6931471805599453,0.7115790415580079,0.0,1.530660100125669,1.9459101490553132,2.186624461340018,4.243721963296702,3.68353985012617,1.0986122886681098,1.1319355091861056,1.6094379124341003,1.4859839111909559,0.0,0.3923500386128154
1.6094379124341003,1.8906140847519952,1.0685348334308318,0.2235959438324541,0.0,0.07254936146470876,0.6931471805599453,0.9135809902354899,0.0,1.113741167093581,1.9459101490553132,1.467139602622941,4.244678443522658,3.5747570198906873,1.0986122886681098,1.0914240001620086,1.6094379124341003,1.6198349179604756,0.0,0.0
1.6094379124341003,1.7344943794764927,1.076139432816051,0.335588065974655,0.0,0.0,0.6931471805599453,0.6045042382552208,0.0,0.0,1.9459101490553132,2.0435562396346616,4.2456340097683265,2.0300431544996296,1.0986122886681098,1.0125501942978687,1.6094379124341003,1.6175559904299968,0.0,0.0
1.6094379124341003,1.2397162567690925,1.083686638451434,0.0,0.0,0.24549956724653255,0.6931471805599453,0.7199613828044297,0.0,0.3283926778382892,1.9459101490553132,2.3970923069496366,4.246588663778778,4.210187632489883,1.0986122886681098,1.3185153022557705,1.6094379124341003,1.5619192939572157,0.0,0.45758582330351094
1.6094379124341003,1.6563930871323775,1.0911773101805915,0.3175086749345317,0.0,0.5585491130642393,0.6931471805599453,0.6350929744165245,0.0,0.0,1.9459101490553132,3.3576372468638054,4.2475424072940875,3.040527287328187,1.0986122886681098,0.9856389869904879,1.6094379124341003,1.581838932651442,0.0,1.0286814787780982
1.6094379124341003,1.266020535267422,1.0986122886681098,0.0,0.0,0.01809413543168803,0.6931471805599453,0.7085096158924133,0.0,1.1625433426005414,1.9459101490553132,2.139366135119573,4.248495242049359,2.595699515466197,1.0986122886681098,1.1206008510531897,1.6094379124341003,1.5448975869187178,0.0,0.05210030648477798
