RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,0.0,1.0120744067826586,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,4.362832083533998,0.0,0.0,0.0,2.1875662336096435,5.181783550292085,2.2555742888275563,1.3862943611198906,0.9355050418331091,4.844187086458591,3.3839278740714223,0.6931471805599453,0.8864789148408633,3.044522437723423,1.7942921539021377,0.0,1.0293583050528259
3.367295829986474,2.9083130054935618,0.0,0.5900233812503114,0.0,0.0,5.181783550292085,5.37119682641424,1.3862943611198906,1.6548456525774484,4.844187086458591,7.492207978675028,0.6931471805599453,0.47971221820819204,3.044522437723423,0.7486482493617639,0.0,0.0
3.367295829986474,2.504932279551969,0.0,0.41009912926607284,0.0,2.485456296892959,5.181783550292085,1.43130602946778,1.3862943611198906,2.305625981196837,4.844187086458591,4.262841623400397,0.6931471805599453,0.5603717520561924,3.044522437723423,1.4920007317986421,0.0,3.2873414226834408
3.367295829986474,4.389077940974788,0.0,0.0,0.0,1.1939748136461295,5.181783550292085,1.588667612642722,1.3862943611198906,1.087977668702085,4.844187086458591,4.649366491417603,0.6931471805599453,0.6725166135636882,3.044522437723423,1.401650127629768,0.0,1.8119414653277826
3.367295829986474,3.395244343673406,0.0,0.0,0.0,0.0,5.181783550292085,3.717043069302687,1.3862943611198906,1.0684322126828687,4.844187086458591,4.010902616378383,0.6931471805599453,0.0,3.044522437723423,1.6775152197146048,0.0,0.6750366955013974
3.367295829986474,3.1243897662216784,0.0,0.09292675488633247,0.0,0.20127173004491816,5.181783550292085,2.996071285322636,1.3862943611198906,1.1812253655088367,4.844187086458591,3.689501831127206,0.6931471805599453,0.24626382237522948,3.044522437723423,2.898431263193666,0.0,0.0
3.367295829986474,3.765424838442806,0.0,1.1955697453045193,0.0,0.8040395983885028,5.181783550292085,4.614928989193318,1.3862943611198906,1.1466430750161711,4.844187086458591,3.378902062111975,0.6931471805599453,0.8639845044821172,3.044522437723423,2.965491815178237,0.0,3.0620919241195024
3.367295829986474,3.1234984706112594,0.0,0.3535625826839054,0.0,0.3892433001154102,5.181783550292085,2.540970364095428,1.3862943611198906,1.7893323820880112,4.844187086458591,3.2474522266258257,0.6931471805599453,0.7126520835514936,3.044522437723423,2.4962035287579307,0.0,2.866465654060591
3.367295829986474,2.615847041669877,0.0,0.0,0.0,1.9497855405356628,5.181783550292085,2.6613858107568147,1.3862943611198906,3.3023351707088073,4.844187086458591,5.569912772839211,0.6931471805599453,0.5438396418284682,3.044522437723423,1.8629673176859647,0.0,1.92813282143292
3.367295829986474,2.655589667141473,0.0,0.2780838051232484,0.0,1.3065965792030028,5.181783550292085,4.878347061572274,1.3862943611198906,0.137119088832947,4.844187086458591,4.474254959574268,0.6931471805599453,0.6065206460557715,3.044522437723423,1.483233980059007,0.0,2.8815638103776813
3.367295829986474,3.3606232638666613,0.0,0.8693039481748134,0.0,1.0989361166003175,5.181783550292085,4.032187465954714,1.3862943611198906,1.9758045941125324,4.844187086458591,3.5235478313254784,0.6931471805599453,0.24269774826188062,3.044522437723423,2.4919005268347427,0.0,1.775067368745866
