,Actual_last_5_vals,Mean_Simulation,Simulated_29,Simulated_13,Simulated_25,Simulated_3,Simulated_28,Simulated_24,Simulated_23,Simulated_6,Simulated_26,Simulated_17,Simulated_2,Simulated_20,Simulated_12,Simulated_10,Simulated_19,Simulated_27,Simulated_1,Simulated_11,Simulated_14,Simulated_15,Simulated_8,Simulated_21,Simulated_0,Simulated_16,Simulated_22,Simulated_18,Simulated_9,Simulated_5,Simulated_4,Simulated_7
0,42899.57205240175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42902.17903930131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42904.78602620088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42907.39301310044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71,45603.71
6,,46397.51,45836.74,45313.12,47099.77,48702.24,48669.64,46065.48,47977.65,46603.61,43527.7,53331.61,49533.24,45583.48,42511.67,47386.42,47159.07,44865.46,48109.44,43492.59,47731.69,49827.49,45088.08,47816.23,44934.87,45016.81,47240.38,38633.28,45080.87,43010.58,52753.25,43022.85
7,,46940.52,46334.77,48708.88,47887.85,46201.03,47413.39,48168.79,47180.23,46074.6,48047.96,47073.59,41570.49,44798.37,50337.58,45684.53,50246.46,52327.24,46175.63,45190.91,43774.13,42303.69,50481.2,50724.92,44198.99,50019.95,52902.45,45197.93,44862.36,49470.04,41508.64,43349.13
8,,46121.71,45849.86,45813.16,48596.02,42332.41,49413.52,46923.6,48195.18,42634.63,48737.73,46530.16,47935.54,45178.71,46329.49,45625.67,39167.86,45596.82,49480.6,45762.69,44619.27,41780.94,52553.08,49618.0,41002.43,51320.15,48527.49,44282.52,42290.41,41857.38,42320.06,53376.01
9,,46181.26,44962.27,45472.47,48359.83,46733.75,48206.0,41332.28,41219.66,52513.91,46550.53,50047.42,44935.41,46267.05,46073.16,53247.91,44218.43,42762.43,52864.71,37604.5,40263.84,46822.83,46230.36,53459.51,49717.88,45549.77,40250.89,43611.23,41821.08,51090.42,41382.07,51866.14
10,,46791.74,47594.21,50208.47,47987.09,45370.55,45348.62,49292.02,48879.53,46241.46,42105.03,46124.36,46198.97,38598.92,51397.62,49371.36,47108.7,49714.12,45051.29,48156.39,43379.46,44302.3,51008.5,46469.0,50438.43,40560.67,44006.56,51539.66,39616.37,51186.83,47884.78,48611.03
11,MAE,,576.64,1214.47,1249.64,1467.87,1584.11,1618.58,1823.79,1907.0,1941.54,2001.53,2026.37,2029.63,2034.11,2064.54,2216.86,2297.48,2376.6,2492.49,2555.45,2589.76,2591.22,2716.73,2751.13,2753.52,2987.69,3110.66,3126.94,3247.51,3580.25,3620.75
