RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.9067212808580045,0.26424494468692766,0.0,0.18857179510065186,0.6931471805599453,0.6742804700449279,0.0,0.0,4.225790448355602,3.4160510287931776,1.0986122886681098,1.1085934909171022,1.0986122886681098,1.098607464109944,0.0,0.2632049367457456
0.9257694758286987,0.0,0.0,0.1427752665581233,0.6931471805599453,0.6375831828518504,0.0,0.0,4.227875954846623,1.7298109726497728,1.0986122886681098,1.0433328328449296,1.0986122886681098,1.0986078608892818,0.0,0.6156603538127976
0.9444616088408514,0.0,0.0,0.0,0.6931471805599453,0.6957970730281646,0.0,0.0,4.229957121050448,3.4646248753919195,1.0986122886681098,1.054197684720919,1.0986122886681098,1.098603738941072,0.0,0.8247917548336248
0.9628107475090479,0.2848323160731228,0.0,0.0,0.6931471805599453,0.7482538723262502,0.0,0.0,4.232033964995287,4.144627751768703,1.0986122886681098,1.1319682899657375,1.0986122886681098,1.0986076722407712,0.0,0.41399440038179514
0.9808292530117261,0.0,0.0,0.10927648654573179,0.6931471805599453,0.641970269950433,0.0,0.0,4.23410650459726,2.553880934092861,1.0986122886681098,1.0890902970390144,1.0986122886681098,1.0986114686780937,0.0,0.5453824090693353
0.9985288301111271,0.08888533786665467,0.0,0.2160697492392061,0.6931471805599453,0.6703821466479346,0.0,0.0,4.236174757661319,2.520972319756935,1.0986122886681098,1.0711821282682101,1.0986122886681098,1.0986157192013464,0.0,0.40253105561378627
1.0159205728229963,0.13000270251190035,0.0,0.18444118095192605,0.6931471805599453,0.6627665267185574,0.0,0.0,4.23823874188217,4.402575533447688,1.0986122886681098,1.206378731579526,1.0986122886681098,1.098599879595408,0.0,0.7170036769709632
1.0330150061822962,0.552259262521207,0.0,0.05090037608732284,0.6931471805599453,0.7019259563152371,0.0,0.0,4.24029847484518,3.0304973052312025,1.0986122886681098,1.1068913401680518,1.0986122886681098,1.0986081437995305,0.0,0.0
1.0498221244986776,0.5553231324679344,0.0,0.6301602971428497,0.6931471805599453,0.625952444659114,0.0,0.0,4.242353974027276,2.3130984936376313,1.0986122886681098,1.0174412240199158,1.0986122886681098,1.0986057893524788,0.0,0.6864917871054579
1.0663514264498883,0.41898698581340005,0.0,0.23700606996250745,0.6931471805599453,0.593731115250436,0.0,0.0,4.244405256797834,3.2436308363312425,1.0986122886681098,1.085378287392588,1.0986122886681098,1.098607464778711,0.0,0.4912660116409206
1.0826119473216684,0.050139693209785036,0.0,0.2133441440408711,0.6931471805599453,0.6640612866756077,0.0,0.0,4.246452340419559,3.719028000920926,1.0986122886681098,1.047295476996107,1.0986122886681098,1.098614542926461,0.0,0.053548016777887675
1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.5643465963753219,0.0,0.0,4.248495242049359,3.4116291011246154,1.0986122886681098,1.1041273263431075,1.0986122886681098,1.0986034724637752,0.0,0.0
