Project,Model,MAE,MAPE,RMSE,MSE
bcel,DLT,1288.46,2.32,1591.99,2534445.88
bcel,ETS,1381.07,2.51,1770.48,3134594.58
httpcore,DLT,3965.15,5.45,4378.19,19168555.83
httpcore,ETS,3245.0,4.27,4679.01,21893158.28
archiva,DLT,9551.38,9.07,15774.4,248831623.19
archiva,ETS,16780.09,16.89,23623.76,558082014.24
