RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,4.177434599353113,2.70805020110221,1.0048664390608402,4.31748811353631,4.587192449577976,1.3862943611198906,0.0
4.454347296253507,5.932190724791974,2.70805020110221,4.291140645691961,4.330733340286331,4.186546231674374,1.3862943611198906,0.6939435522497978
4.51085950651685,6.556438371393583,2.70805020110221,2.16051742816042,4.709530201312334,4.68431808528344,1.3862943611198906,1.1959264228371718
4.672828834461906,4.38029560725221,2.70805020110221,0.0,4.736198448394496,4.075969412111871,1.3862943611198906,0.0
4.672828834461906,4.480548661832136,2.70805020110221,0.0,4.74493212836325,5.975040992184738,1.3862943611198906,0.6059837813987927
4.6913478822291435,4.286371341215041,2.70805020110221,3.2370461207913075,4.574710978503383,3.8366899134004773,1.3862943611198906,0.0
4.955827057601261,4.063567337569504,2.70805020110221,2.518770226882687,3.970291913552122,3.6182441063719413,1.3862943611198906,2.6570326881817365
4.969813299576001,6.899500517219088,2.70805020110221,3.3909175494841217,4.143134726391533,4.813712629897109,1.3862943611198906,1.5785556308040825
4.969813299576001,5.495604017749877,2.70805020110221,2.311509131287843,4.127134385045092,4.642539172436789,1.3862943611198906,2.0905997976240247
4.962844630259907,5.821100760177745,2.5649493574615367,5.811663418495543,4.248495242049359,4.281844813869416,1.3862943611198906,0.6282558732334043
4.962844630259907,3.9982989834398284,2.5649493574615367,3.2196905472660062,4.23410650459726,3.8522878182643705,1.3862943611198906,1.458659738100554
