Index,Lower,Upper
1304,-1742292.82,1901790.29
1305,-1747263.37,1906899.77
1306,-1769160.27,1929730.02
1307,-1774719.8,1934168.93
1308,-1788310.88,1947798.17
1309,-1791238.76,1950900.89
1310,-1799853.55,1959755.38
1311,-1809044.49,1969103.22
1312,-1823544.73,1983742.39
1313,-1814880.69,1974010.4
1314,-1832835.71,1992104.35
1315,-2438945.73,2597814.62
1316,-2449101.08,2607050.25
1317,-2703822.43,2861784.84
1318,-2747309.36,2905410.71
1319,-2759350.02,2917608.25
1320,-2869052.92,3027414.18
1321,-2849351.0,3007887.1
1322,-2862896.26,3021589.26
1323,-2877006.51,3035856.4
1324,-2859590.38,3018697.93
1325,-3205140.61,3364225.48
1326,-3288560.3,3447766.16
1327,-3303248.89,3462611.63
1328,-3318419.44,3477939.07
1329,-3368469.91,3528128.48
1330,-3384438.29,3544253.74
1331,-3400899.6,3560954.77
1332,-3417790.55,3578002.61
1333,-3435259.51,3595711.27
1334,-3453045.98,3613654.63
1335,-3471493.29,3632341.65
1336,-3362130.76,3521259.33
1337,-3381798.19,3541083.65
1338,-3421767.77,3580690.6
1339,-3422727.1,3584000.46
1340,-3413108.82,3574557.03
1341,-3434281.72,3595886.82
1342,-4276584.39,4452138.79
1343,-4270784.15,4446513.39
1344,-4313411.28,4489279.46
1345,-4238865.65,4414962.54
1346,-4258500.28,4434754.07
1347,-4253034.13,4429574.68
1348,-4296228.59,4472908.08
1349,-4316905.56,4493741.94
1350,-4293131.24,4470160.42
1351,-4314642.76,4491828.84
1352,-4361324.48,4538537.56
1353,-4383311.35,4560681.32
1354,-4402736.46,4580428.95
1355,-4425359.11,4603208.49
1356,-4424504.62,4602694.49
1357,-4446649.26,4625078.83
1358,-4441072.26,4620907.56
1359,-4465154.41,4645146.6
1360,-4489514.33,4669663.41
1361,-4604007.65,4783176.54
1362,-4628473.71,4807799.5
1363,-4685723.06,4866161.18
1364,-4628802.69,4809469.52
1365,-4615570.2,4796429.83
1366,-4639480.95,4820663.11
1367,-4665619.97,4846959.02
1368,-4692003.3,4873499.24
1369,-4664279.63,4845986.33
1370,-4745486.78,4927296.5
1371,-4718781.9,4900802.38
1372,-4746376.89,4928554.26
1373,-4774195.9,4956530.16
1374,-4802235.11,4984726.26
1375,-4830490.74,5013138.78
1376,-4858959.07,5041764.0
1377,-4887636.46,5070598.28
1378,-4916519.29,5099638.0
1379,-4945604.02,5128879.62
1380,-4974887.17,5158319.66
1381,-4971973.03,5155598.33
1382,-4986209.56,5170009.7
1383,-4975494.31,5158375.11
1384,-5005983.55,5189021.23
1385,-5035781.95,5219059.34
1386,-5107561.08,5289829.34
1387,-5176354.1,5357548.38
1388,-5307895.63,5489121.1
1389,-5287026.46,5469657.65
1390,-5273316.03,5456157.99
1391,-5301012.69,5484276.34
1392,-5333306.84,5516644.56
1393,-5379133.98,5562610.64
1394,-5351806.28,5532046.77
1395,-5380992.82,5561655.01
1396,-5346558.45,5528090.88
1397,-5278882.14,5460885.94
1398,-5483454.06,5666569.63
1399,-5542584.26,5725820.8
1400,-5585400.04,5768514.46
1401,-5572465.95,5757182.29
1402,-5605381.37,5790254.6
1403,-5638430.65,5823460.77
1404,-5668778.08,5853871.12
1405,-5653118.29,5831559.11
1406,-5647148.55,5825800.13
1407,-5701972.86,5887650.26
1408,-5691497.21,5877403.32
1409,-5806869.89,5992807.21
1410,-5841020.42,6027114.62
1411,-5875285.57,6061536.66
1412,-5909304.31,6095977.1
1413,-5931541.71,6118389.34
1414,-5989735.46,6176869.7
