Index,Lower,Upper
753,20622.93,318004.49
754,20512.59,318310.18
755,20359.11,318659.02
756,19982.41,319841.28
757,-11888.08,351640.0
758,-11828.71,351775.99
759,-23146.89,363230.92
760,-26623.79,366660.7
761,-25244.49,365475.9
762,-58351.56,399858.8
763,-62807.69,404675.53
764,-49241.0,391058.69
765,-47388.63,389618.19
766,-46686.91,388867.3
767,-46595.03,388970.79
768,-47202.09,389733.44
769,-47180.81,389907.51
770,-97327.74,440166.17
771,-88014.66,431030.15
772,-103324.42,446506.13
773,-105791.45,449114.93
774,-106375.95,449865.21
775,-228355.95,570211.49
776,-229982.78,572005.17
777,-228489.27,571090.71
778,-229269.88,572458.25
779,-229412.58,572812.05
780,-230823.82,574377.18
781,-236721.83,580398.37
782,-252023.56,596008.42
783,-247507.94,591782.7
784,-247596.25,592066.37
785,-244612.92,589335.42
786,-251693.46,596455.95
787,-258980.03,603783.23
788,-259615.4,604600.13
789,-264685.85,609780.4
790,-270869.14,616012.1
791,-249944.16,594960.0
792,-250180.98,595392.18
793,-259638.1,605177.64
794,-231655.77,577667.4
795,-210714.83,557405.02
796,-211108.76,557994.3
797,-211518.89,558599.79
798,-211059.68,558323.12
799,-209665.65,557152.96
800,-210070.66,557745.46
801,-355953.01,703988.54
802,-339083.24,687769.95
803,-340201.28,689083.35
804,-341329.01,690406.44
805,-363290.55,712264.31
806,-386670.22,736491.82
807,-387661.88,737678.84
808,-388662.92,738875.24
809,-394294.88,744595.28
810,-395307.6,745803.35
811,-600307.69,952318.07
812,-1527499.93,1858459.76
813,-1534373.61,1866372.14
814,-1543307.12,1875934.04
815,-1538797.81,1872103.3
816,-1510619.77,1842773.02
817,-1511749.85,1844098.45
818,-1516142.05,1848902.54
819,-1527945.02,1861209.52
820,-1523441.76,1855656.62
821,-1527677.2,1860033.82
822,-1533460.09,1866451.06
823,-1538214.96,1871981.53
824,-1530873.67,1864831.39
825,-1578833.54,1913127.77
826,-1609561.48,1943709.86
827,-1607892.49,1941979.81
828,-1611340.69,1946635.8
829,-1622843.7,1957210.07
830,-1365369.37,1709788.11
831,-1362974.5,1707352.72
832,-1363415.42,1707989.0
833,-1365551.37,1710334.13
834,-1359511.6,1704515.66
835,-1367885.07,1712991.13
836,-1368689.21,1713962.11
837,-1368458.53,1713983.82
838,-1368922.73,1714643.37
839,-1368231.73,1714364.25
840,-1351117.66,1697532.32
841,-1388384.56,1736430.84
842,-1388772.78,1737014.43
843,-1419602.35,1775961.58
844,-1392036.4,1740039.28
845,-1372039.87,1720708.18
846,-1377067.37,1725891.27
847,-1378660.68,1727612.52
848,-1403681.37,1753022.1
849,-1404405.26,1753964.97
850,-1405467.43,1755165.48
851,-1406858.7,1757145.78
852,-1392704.98,1744161.24
853,-1407485.27,1759110.08
854,-1407586.66,1759416.31
855,-1459379.81,1810748.47
856,-1462958.59,1814543.43
857,-1459830.11,1811582.66
858,-1412437.13,1765219.28
859,-1412788.8,1765766.3
860,-1420272.56,1773504.63
861,-1425240.84,1778479.4
862,-1415255.08,1768606.06
863,-1415604.3,1769150.63
864,-1426705.69,1780441.24
865,-1443131.97,1796698.59
866,-1449563.05,1803217.85
867,-1449944.25,1803794.4
868,-1450329.29,1804374.8
869,-1450718.16,1804959.03
870,-1451110.87,1805547.1
871,-1449169.23,1804240.03
872,-1449582.3,1804848.45
873,-1449999.19,1805460.7
874,-1450419.89,1806076.77
875,-1450844.41,1806696.64
876,-1451272.74,1807320.33
877,-1451704.88,1807947.82
878,-1452140.81,1808579.12
879,-1450810.78,1807430.61
880,-1452726.48,1809558.59
881,-1456131.76,1813105.64
882,-1464603.99,1821742.98
883,-1465059.39,1822393.74
884,-1469573.84,1827232.1
885,-1470031.27,1827884.88
886,-1495728.62,1853549.56
887,-1499240.59,1857203.3
888,-1499694.11,1857852.18
889,-1500457.02,1858781.93
890,-1502478.36,1860938.03
891,-1504175.01,1863247.34
892,-1504642.82,1863910.51
893,-1505114.28,1864577.33
894,-1502755.47,1862399.88
895,-1506300.0,1866086.17
896,-1507083.09,1867036.11
897,-1507054.19,1867419.09
898,-1507549.63,1868109.88
899,-1545492.28,1905723.62
900,-1472419.07,1833887.02
901,-1472968.16,1834631.47
902,-1473368.79,1835219.58
903,-1473925.59,1835971.74
904,-1474486.06,1836727.56
905,-1476556.54,1839010.31
906,-1475617.92,1838250.14
907,-1476858.79,1839895.02
908,-1481142.38,1844318.21
909,-1487999.65,1850549.85
910,-1491269.83,1853961.8
911,-1494557.24,1857390.97
912,-1496963.56,1860006.48
913,-1499379.74,1862631.84
914,-1475284.81,1838546.15
915,-1484256.63,1847552.56
916,-1485829.36,1849327.65
917,-1486367.44,1850061.09
918,-1488897.4,1852732.86
919,-1489438.51,1853469.32
920,-1489983.25,1854209.42
921,-1491807.2,1856212.8
922,-1487994.36,1853132.11
923,-1496318.86,1861275.34
924,-1498682.11,1863847.77
925,-1501055.33,1866430.18
926,-1503438.49,1869022.51
927,-1502129.03,1867894.59
928,-1510064.5,1875884.97
929,-1501131.29,1867076.3
930,-1501084.43,1867218.4
931,-1501624.96,1867954.28
932,-1502169.09,1868693.77
933,-1509208.71,1875975.2
934,-1515094.08,1882096.98
935,-1517950.94,1885480.96
936,-1517913.11,1885632.08
937,-1518470.0,1886384.34
938,-1528064.63,1896195.69
939,-1531312.04,1899467.39
940,-1479560.52,1848759.68
