Index,Lower,Upper
919,40578.32,409645.5
920,40193.65,410159.98
921,39684.93,410798.51
922,39053.32,411559.93
923,37987.73,412831.3
924,33983.27,416865.62
925,32967.16,418162.58
926,31924.27,419335.29
927,30485.02,420980.32
928,29502.13,422017.05
929,28127.23,423521.77
930,26646.2,425132.61
931,23975.67,427949.55
932,22065.73,430065.27
933,20293.63,431967.19
934,18426.02,433964.61
935,16228.27,436281.08
936,13850.45,438393.08
937,11734.78,440923.81
938,9525.63,443262.78
939,7042.26,445825.65
940,-27061.39,478632.98
941,-29613.97,481769.23
942,-31723.44,484008.51
943,-44933.9,497586.36
944,-47073.99,499856.26
945,-54986.18,507977.46
946,-57205.51,510326.61
947,-54413.46,507661.14
948,-55823.49,509096.34
949,-135925.94,590041.33
950,-137363.05,591759.29
951,-139355.95,593882.01
952,-151572.64,605993.68
953,-153626.03,608176.89
954,-155728.3,610408.97
955,-203717.49,658412.79
956,-207772.7,662753.77
957,-209737.42,664848.3
958,-220468.82,676934.05
959,-217424.68,674486.7
960,-219500.51,676692.35
961,-221617.72,678939.37
962,-223775.71,681227.17
963,-226723.09,684664.68
964,-228682.49,686904.93
965,-230752.72,689256.01
966,-233048.54,691548.34
967,-235396.04,694025.65
968,-237780.77,696540.19
969,-224356.32,683240.86
970,-226923.78,685938.14
971,-229526.72,688670.89
972,-232074.45,691499.47
973,-239253.25,698774.98
974,-203312.82,663153.48
975,-206288.67,666259.15
976,-209296.31,669396.6
977,-212130.22,672662.41
978,-215198.22,675860.21
979,-242518.48,703547.86
980,-245473.56,706632.75
981,-248458.05,709747.06
982,-251471.4,712890.22
983,-245507.09,708063.19
984,-331098.16,795203.72
985,-335487.46,799798.8
986,-364934.47,829659.18
987,-824826.83,1292467.04
988,-826191.45,1293961.48
989,-827576.02,1295475.85
990,-875136.97,1343503.69
991,-875963.47,1344611.04
992,-869701.79,1338847.46
993,-886111.51,1355466.19
994,-887487.58,1356972.07
995,-858234.63,1327992.92
996,-861991.57,1331800.16
997,-859473.24,1329527.79
998,-853673.15,1323941.53
999,-856802.47,1327164.03
1000,-857761.77,1328404.17
1001,-861018.13,1331689.73
1002,-876615.78,1347270.94
1003,-878188.67,1348973.65
1004,-2102502.67,2586170.7
1005,-2103173.66,2586971.51
1006,-2133598.37,2617893.69
1007,-2134275.95,2618701.08
1008,-2134963.06,2619518.0
1009,-2182801.55,2667723.88
1010,-2095533.26,2579628.87
1011,-2098846.27,2583944.81
1012,-2098339.96,2583777.59
1013,-2089746.88,2576920.3
1014,-2094666.34,2581710.36
1015,-2154142.42,2643688.66
1016,-2153563.84,2643365.92
1017,-2246956.16,2736993.84
1018,-2248208.32,2738480.45
1019,-2267363.16,2758262.85
1020,-2247181.64,2738165.06
1021,-2245064.95,2736120.84
1022,-2245120.38,2736536.76
1023,-2245240.02,2737073.18
1024,-2246094.85,2738177.57
1025,-2246879.04,2739091.58
1026,-2293111.04,2786555.05
1027,-2263230.52,2756799.72
1028,-2385806.81,2880021.43
1029,-2306963.41,2800807.25
1030,-2307758.09,2801731.74
1031,-2308561.57,2802665.02
1032,-2308703.01,2803087.32
1033,-2299044.15,2793541.69
1034,-2299877.64,2794505.0
1035,-2301944.73,2796651.59
1036,-2302795.24,2797631.91
1037,-2304831.46,2799902.58
1038,-2321359.59,2816639.71
1039,-2339187.66,2835363.6
1040,-2340052.54,2836358.3
1041,-2340926.05,2837361.62
1042,-2356666.86,2853452.55
1043,-2356624.04,2853557.12
1044,-2357512.58,2854575.47
1045,-2358409.67,2855602.37
1046,-2359315.3,2856637.82
1047,-2360229.48,2857681.81
1048,-2361152.18,2858734.32
1049,-2358964.58,2856863.62
1050,-2359906.31,2857935.16
1051,-2360856.54,2859015.21
1052,-2377156.84,2875524.51
1053,-2377390.66,2876039.18
1054,-2369267.72,2868041.76
1055,-2368875.29,2868081.22
1056,-2404216.8,2905246.11
1057,-2365104.92,2865019.5
1058,-2367713.17,2867455.48
1059,-2368719.77,2868591.9
1060,-2369734.8,2869736.74
1061,-2370758.24,2870889.99
1062,-2371790.08,2872051.65
1063,-2372830.32,2873221.69
1064,-2640913.5,3143190.51
1065,-2643638.6,3145940.4
1066,-2644579.13,3147010.74
1067,-2644645.81,3147409.06
1068,-2645603.07,3148496.13
1069,-2645389.11,3148498.45
1070,-2648613.75,3151752.29
1071,-2653721.36,3156636.95
1072,-2659939.35,3162480.96
1073,-2661568.8,3164552.58
1074,-2682696.76,3184781.37
1075,-2683688.83,3185903.25
1076,-2695802.28,3198191.66
1077,-2588992.55,3092709.62
1078,-2590031.99,3093878.88
1079,-2593030.38,3096210.67
1080,-2594083.74,3097393.84
1081,-2595144.81,3098584.72
1082,-2596213.59,3099783.31
1083,-2625502.24,3129360.16
1084,-2627932.41,3132024.78
1085,-2629010.51,3133232.69
1086,-2629918.82,3134373.74
1087,-2612030.57,3117106.06
1088,-2597324.39,3101836.06
1089,-2598459.26,3103100.75
1090,-2599601.77,3104373.07
1091,-2600751.9,3105653.01
1092,-2601909.65,3106940.57
1093,-2600293.43,3105758.04
1094,-2687981.56,3194658.85
1095,-2642922.24,3151899.37
1096,-2676276.84,3185738.54
1097,-2682116.12,3191690.64
1098,-2680089.69,3190146.77
1099,-2720739.22,3231392.75
1100,-2685632.88,3196039.12
1101,-2690119.57,3200471.47
1102,-2713433.45,3223450.55
1103,-2714570.15,3224717.07
1104,-2775461.43,3286565.65
1105,-2776581.42,3287815.45
1106,-2778006.51,3289250.61
1107,-2776790.9,3288258.36
1108,-2777933.27,3289530.54
1109,-2779082.81,3290809.89
1110,-2780239.51,3292096.4
1111,-2801768.78,3313913.86
1112,-2802930.59,3315205.49
1113,-2802920.25,3315636.45
1114,-2803789.27,3316738.21
1115,-2806491.81,3319675.2
1116,-2804700.22,3317804.15
1117,-2805900.83,3319134.57
1118,-2807108.48,3320472.03
1119,-2809846.06,3323188.39
1120,-2811067.31,3324539.45
1121,-2811514.82,3325268.71
1122,-3107610.97,3622574.22
1123,-3028982.7,3543416.79
1124,-3030128.35,3544692.26
1125,-3053123.01,3568078.03
1126,-3044214.07,3560311.3
1127,-3038797.42,3555001.89
1128,-3028842.78,3545097.87
1129,-3030025.46,3546410.37
1130,-3124905.72,3642120.96
1131,-2929886.32,3444739.33
1132,-2931126.89,3446109.71
1133,-2932374.21,3447486.83
1134,-2945810.82,3461237.08
1135,-2949131.29,3464703.98
1136,-2950391.69,3466094.18
1137,-2940608.03,3456361.15
1138,-2990326.44,3506589.86
1139,-2980728.01,3497042.05
1140,-2979525.73,3496063.13
1141,-3009375.18,3526995.48
1142,-3010643.85,3528393.96
1143,-3169009.29,3701561.81
1144,-3774592.85,4325950.48
1145,-3776058.27,4327800.58
1146,-3777018.3,4328890.42
1147,-3792282.7,4344573.1
1148,-3782640.54,4334318.8
