RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
2.4849066497880004,3.5752879838039395,3.6888794541139363,3.697392449979346,0.0,0.8754362755897771,2.5649493574615367,3.5879241157460826,4.820281565605037,4.276680021083757,0.0,1.7109182803350094,2.9444389791664403,4.1497156410950025,1.0986122886681098,3.437301328727192
2.4849066497880004,5.441801614696837,3.6888794541139363,2.5155429644860243,0.0,1.5165913856205895,2.5649493574615367,5.308392759285205,4.820281565605037,3.6696461036859356,0.0,1.9309265786295702,2.9444389791664403,2.224547891464942,1.0986122886681098,4.159218428500232
2.4849066497880004,4.096774507560487,3.6888794541139363,3.66781144136913,0.0,0.6977792328397905,2.5649493574615367,5.3663704093027995,4.820281565605037,4.261983130153485,0.0,0.0,2.9444389791664403,2.9876290182792995,1.0986122886681098,2.74203946485237
2.4849066497880004,2.508960633185397,3.6888794541139363,4.24413003125929,0.0,1.8900591041376786,2.5649493574615367,2.2731623253758646,4.820281565605037,3.3745705407488606,0.0,0.685058726671741,2.9444389791664403,3.208744257267253,1.0986122886681098,6.150633819435887
2.4849066497880004,5.149788409347946,3.6888794541139363,3.744918929449235,0.0,0.8137037126133365,2.5649493574615367,3.9999221230749025,4.820281565605037,4.6374950722548745,0.0,5.4599836786777125,2.9444389791664403,6.773517916319164,1.0986122886681098,5.56698600425023
2.4849066497880004,4.437704234016565,3.713572066704308,2.6192168103140574,0.0,3.7670142291847366,2.5649493574615367,4.551865130308909,4.832305758571839,4.733023638348549,0.0,4.190055053839258,2.9444389791664403,4.543286612724975,1.0986122886681098,4.183040183419604
2.4849066497880004,3.4713859231783917,3.7376696182833684,5.174803470866198,0.0,2.377194769799157,2.5649493574615367,2.36436925101052,4.844187086458591,4.440346133515502,0.0,1.9203676218823342,2.9444389791664403,4.042714948653672,1.0986122886681098,3.304344397408665
2.4849066497880004,2.573483836566706,3.728100167267218,1.960114340074593,0.0,1.1282783176815379,2.5649493574615367,2.2822768145334145,4.847331743138063,4.76558273112217,0.0,0.9008776705393773,2.9444389791664403,4.054776036982294,1.0986122886681098,2.9485417631040347
2.4849066497880004,4.928793866072232,3.7184382563554808,3.0635119198481573,0.0,3.2634912235348885,2.5649493574615367,3.3653032332282833,4.850466541943434,5.087961338231173,0.0,2.8330893630773364,2.9444389791664403,2.5393332522269967,1.0986122886681098,0.0
2.4849066497880004,6.345662862800426,3.708682081410116,2.802327133551223,0.0,0.5008923409100947,2.5649493574615367,3.3784152416290865,4.853591544486569,3.6210956994263017,0.0,2.5489662747282225,2.9444389791664403,5.166494597684836,1.0986122886681098,1.6514611983808156
2.4849066497880004,3.8550091341262998,3.6988297849671046,2.883207751640725,0.0,0.5780458469807825,2.5649493574615367,2.131879919515309,4.856706811803519,3.8870007050656574,0.0,0.0,2.9444389791664403,4.871772603738738,1.0986122886681098,7.2911560577823575
2.4849066497880004,2.9470389956515266,3.6888794541139363,4.196451829385288,0.0,0.3221722454985203,2.5649493574615367,2.2880642410290757,4.859812404361672,2.9548317359603242,0.0,2.8818164180404082,2.9444389791664403,3.4708680069123115,1.0986122886681098,4.292959441665292
