RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.0,0.0627247989161265,0.45515595477864185,2.067760709232467,0.0,0.11086315715662766,0.0,0.05140755755911177,0.04691691978775157,0.6143608525794846,0.0,0.5357143502130369,0.04691691978775157,0.794859720905366
0.0,0.04133478600748387,0.0,0.0,0.0,0.0,0.4213499186481877,0.9559858396159078,0.0,0.5002403747126272,0.0,0.0,0.04274154837727106,1.3885611481678661,0.0,1.6128769359957658,0.04274154837727106,1.2854138313208099
0.0,1.034450578531456,0.0,0.0,0.0,0.31332416386797657,0.3863609267981219,2.0538360643590456,0.0,0.0,0.0,0.2490896200535275,0.038548670117235125,0.0,0.0,1.3116854420482604,0.038548670117235125,1.3351713427237337
0.0,0.39577383211780115,0.0,0.8026796211364153,0.0,0.0,0.3501031787754985,3.680926490737333,0.0,0.34913007846670907,0.0,0.0,0.03433813758089155,0.8429422733212165,0.0,0.0670045660659303,0.03433813758089155,0.817186362704065
0.0,0.0,0.0,0.0,0.0,0.0,0.3124811869859139,1.8724534241629036,0.0,0.4612508608762681,0.0,0.28169558636602743,0.03010980147137047,0.6118219070383104,0.0,0.18764554995621935,0.03010980147137047,0.9518278547859452
0.0,0.05729612311024827,0.0,0.5483674729036756,0.0,0.0,0.27338826119463594,0.5954444351186639,0.0,0.6712375709587908,0.0,0.2541773794978298,0.025863510589919297,0.6750890272875611,0.0,0.0,0.025863510589919297,1.9720902204981459
0.0,0.1498271599183336,0.0,0.10971757028745992,0.0,0.2689208360103913,0.23270468455819335,1.1711775774977866,0.0,0.09321820804722752,0.0,0.3124225567459592,0.021599111803461798,0.6304559657937674,0.0,0.8284617445621852,0.021599111803461798,0.20208301957769248
0.0,0.8864048690219891,0.0,0.0,0.0,0.0,0.19029550263309924,2.4495193483461595,0.0,0.0,0.0,0.09083213518797545,0.017316450011460875,0.7767455808865695,0.0,0.9083226815808647,0.017316450011460875,0.816877276658377
0.0,0.0,0.0,0.0,0.0,0.39215929124761795,0.1460078224319825,0.9384148156682348,0.0,0.19420563724179024,0.0,0.0,0.0130153681120703,0.06092225832568521,0.0,0.0,0.0130153681120703,1.5782050502174294
0.0,0.12600724608747876,0.0,0.7895465250313498,0.0,0.0,0.09966748517328153,2.525734858305967,0.0,0.0,0.0,0.27545728135675734,0.008695706967553821,0.6752273108646585,0.0,0.0,0.008695706967553821,0.43495252098113124
0.0,0.18052007198046519,0.0,0.5279386480346628,0.0,0.0,0.05107492993641579,0.7929050936375919,0.0,0.06654573112258656,0.0,0.0,0.00435730536895569,0.8988412947639193,0.0,0.0,0.00435730536895569,0.8022514075306065
0.0,0.14703602329123894,0.0,0.1209648047300811,0.0,0.0,0.0,2.33965991588519,0.0,0.08073056647662717,0.0,0.08769429737662807,0.0,0.10454442251103269,0.0,0.0,0.0,1.4768219984056028
