,Actual_last_5_vals,Mean_Simulation,Simulated_26,Simulated_24,Simulated_2,Simulated_18,Simulated_28,Simulated_14,Simulated_22,Simulated_1,Simulated_11,Simulated_0,Simulated_15,Simulated_5,Simulated_13,Simulated_21,Simulated_23,Simulated_29,Simulated_12,Simulated_9,Simulated_3,Simulated_27,Simulated_4,Simulated_8,Simulated_19,Simulated_20,Simulated_16,Simulated_25,Simulated_7,Simulated_17,Simulated_10,Simulated_6
0,57596.857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57733.142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57869.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,58005.71428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,58142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36,53891.36
6,,54470.85,54141.64,54250.66,48913.44,56750.63,54107.72,51572.61,55303.66,52886.96,53339.14,54600.64,54315.7,52823.07,53394.02,58027.77,59325.86,53890.6,60451.48,55235.1,54990.84,56215.28,58850.56,55956.69,53134.78,60758.61,54646.17,49475.39,53533.99,49504.96,45545.59,58181.82
7,,53202.92,49850.35,54363.56,54648.04,53765.99,48823.29,52616.36,52666.98,53286.78,60193.84,50495.14,50409.88,46006.09,56790.05,50054.32,54226.75,56074.7,55822.19,50740.02,52651.83,52300.94,58401.33,60738.67,54285.33,52821.75,56175.25,48540.87,46834.76,53761.35,51469.95,57271.29
8,,54096.29,51137.93,49394.94,58747.01,49704.51,53787.08,53176.48,53361.21,51500.06,54916.97,52722.19,54008.63,51555.19,46150.22,52989.15,54798.15,60203.98,58095.07,58415.44,48997.48,55286.73,54826.58,57459.93,51705.38,59650.72,46687.82,50291.06,61822.97,52859.29,59975.32,58661.13
9,,54161.81,55081.51,58062.43,54299.76,54237.97,59372.25,58145.67,53396.39,56396.34,55954.92,53677.72,51906.68,53145.68,53575.03,51070.09,45559.37,49744.7,56050.71,59180.05,54879.86,54822.74,52491.9,54807.01,49503.77,62719.42,51245.93,57575.78,57155.73,49519.45,53223.78,48051.58
10,,53114.96,54292.93,51004.34,52008.63,49831.05,53472.8,53459.09,54600.41,49214.18,51777.77,54260.04,58021.4,50766.42,56485.75,48130.19,56312.3,49346.96,55165.56,57139.58,61827.05,48001.88,55100.3,59785.28,50784.95,52525.56,42377.53,49898.0,55039.73,46647.48,59099.09,57072.57
11,,53980.15,52775.76,51339.13,54924.22,56362.29,53278.13,54811.58,57083.11,50582.91,53939.42,57182.33,56680.79,47108.71,52154.5,51791.82,56906.75,58530.05,54257.37,54331.2,61479.83,52201.49,53744.79,62783.46,54186.73,57102.29,52608.4,47904.95,47372.63,46141.24,61390.99,48447.73
12,,53516.58,56067.16,51154.4,58039.4,57885.0,51259.77,47373.49,50439.93,53661.68,53065.31,56082.94,57860.92,54026.79,50957.52,57036.01,47944.0,55376.24,57276.92,56595.03,50128.43,47838.27,49071.81,54090.26,52356.73,53828.08,54557.91,54130.03,50498.27,61274.01,59905.3,45715.84
13,,54650.96,53628.76,55868.83,53010.1,55843.69,51232.28,59169.68,56433.41,51962.32,56343.5,50761.02,55562.01,59244.32,53619.53,61507.38,59430.79,54235.27,53252.14,57768.33,60817.09,52971.54,56410.47,52816.22,45355.95,54304.77,49869.34,57516.11,46814.15,56267.59,56674.94,50837.27
14,,54777.28,59534.26,55339.53,56042.38,58250.94,53540.43,57672.24,60027.73,52772.78,47292.43,46138.82,54710.51,52897.52,57053.71,55858.06,57318.17,59175.71,54196.72,59838.59,51856.35,47250.57,53634.31,57831.44,46697.59,48008.41,51548.94,48245.78,55757.75,55994.27,63687.54,65144.85
15,,53838.82,54322.78,52539.98,53469.12,55876.61,46809.15,50101.52,59458.0,48583.58,54974.72,56084.21,51052.46,55273.85,51885.33,52691.31,55448.65,52530.44,47381.17,59220.79,52594.22,48264.15,62462.44,51078.2,52843.65,56564.34,59884.18,56639.12,50221.59,48699.64,59122.02,59087.3
16,,54902.33,57570.19,52614.7,52786.5,54412.79,53443.13,54128.12,50049.76,50237.94,61105.82,57955.39,63778.09,54103.47,61116.79,52926.87,55090.94,60698.83,47486.66,57883.22,53961.7,48209.54,63346.41,58670.66,45787.33,60991.97,55457.51,51716.22,51020.72,49676.06,53076.89,57765.57
17,MAE,,1785.32,1871.93,1979.66,2044.92,2226.96,2302.69,2336.58,2379.53,2423.53,2453.02,2490.19,2569.92,2702.34,2721.42,2999.9,3006.12,3035.7,3046.68,3146.68,3211.79,3217.83,3374.63,3387.4,3394.52,3436.08,3513.78,3824.36,3888.88,4608.49,4836.51
