,Actual_last_5_vals,Mean_Simulation,Simulated_40,Simulated_34,Simulated_8,Simulated_49,Simulated_10,Simulated_5,Simulated_44,Simulated_38,Simulated_2,Simulated_20,Simulated_12,Simulated_41,Simulated_26,Simulated_13,Simulated_30,Simulated_11,Simulated_1,Simulated_46,Simulated_6,Simulated_39,Simulated_29,Simulated_32,Simulated_48,Simulated_21,Simulated_19,Simulated_23,Simulated_15,Simulated_45,Simulated_0,Simulated_7,Simulated_14,Simulated_22,Simulated_36,Simulated_4,Simulated_33,Simulated_43,Simulated_35,Simulated_18,Simulated_27,Simulated_31,Simulated_42,Simulated_25,Simulated_17,Simulated_37,Simulated_16,Simulated_9,Simulated_24,Simulated_47,Simulated_28,Simulated_3
0,26053.066666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26024.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25995.033333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25966.016666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24,36580.24
6,,38632.2,38492.27,36589.3,37515.09,40260.51,38257.93,41009.53,34529.78,41529.32,37955.6,41491.65,42322.3,35474.24,41803.69,32539.87,37948.36,34630.75,49610.01,39884.17,39053.11,41385.26,37745.7,45048.59,32632.55,29365.96,50750.22,43874.96,33197.48,28567.62,32965.25,31223.8,41652.7,40274.52,43247.72,30477.32,41921.36,43379.98,44414.7,35478.4,34878.17,44645.2,35358.9,48371.75,44919.5,31168.86,36791.85,38450.89,43578.2,35466.49,36780.88,32697.91
7,,37703.02,36580.68,40737.0,34456.36,38937.8,37742.76,40060.59,33332.05,31821.06,38352.87,43208.39,35297.59,41470.49,31924.46,40469.5,38765.51,34471.72,37901.41,38625.04,43910.58,37484.94,48258.77,40712.47,32301.83,32969.3,30585.41,31104.27,38396.67,36098.89,37328.22,39642.26,40718.51,37034.8,47519.36,37615.49,38839.27,34244.58,36359.93,44476.52,47192.99,45520.9,27959.9,44608.3,31782.36,42338.19,40381.31,33338.81,34399.78,24417.69,42278.69,31174.96
8,,37295.22,36913.84,35686.36,33935.94,38679.16,31545.04,36136.5,39357.44,37169.53,46543.82,36285.41,31164.73,37053.83,38456.4,32444.08,40036.49,40041.41,31411.33,28363.77,31544.78,29571.37,38695.44,32114.57,43644.25,41740.86,37510.93,35602.84,28007.63,30653.92,34285.55,41892.13,43073.21,49860.32,41231.56,34614.88,44285.07,28679.62,43698.56,46637.97,40726.93,41751.86,29496.28,34426.43,45647.73,33795.92,47775.47,44066.85,42894.29,23306.35,43293.38,29008.91
9,,38124.92,44232.06,34725.15,38046.11,38202.14,35554.17,44848.81,42601.58,32189.74,40264.3,36060.54,36824.46,46989.1,38630.04,34167.78,36597.72,37154.69,39981.14,37955.3,45351.98,30529.07,37866.94,44727.81,40238.55,35315.61,38008.59,37480.7,31968.05,36740.28,24310.02,45679.66,46237.34,44047.14,40238.86,26221.24,34366.3,32380.88,45159.29,37232.75,48748.57,27087.24,33780.12,47554.93,29926.44,30687.85,27673.02,46327.15,53570.98,29857.3,58008.42,23898.22
10,,39061.63,39606.17,37208.44,43245.82,46758.85,43870.76,37769.0,38712.32,40039.84,35729.24,44043.06,34594.8,41168.11,31383.38,38168.71,52245.43,30798.07,38663.29,30672.66,38267.04,36803.82,46710.21,39434.01,37292.92,38537.51,36315.31,30580.49,37941.8,35631.55,38274.16,41905.61,44544.61,45432.02,32082.53,34135.92,26197.21,44904.74,47230.11,48989.54,42275.3,37171.27,33004.96,42039.49,35416.63,29142.27,30020.19,55980.88,47172.98,35267.25,51618.41,28082.58
11,MAE,,1382.56,1989.78,1997.67,2003.58,2257.35,2318.36,2560.26,2636.36,2674.47,2736.74,2998.88,3022.91,3049.1,3093.33,3199.77,3202.12,3219.11,3277.34,3400.09,3424.77,3458.17,3596.96,3605.37,3629.84,3719.0,3776.54,3782.11,3854.12,3942.3,4057.21,4234.9,4528.04,4576.87,4625.36,4673.05,4734.83,4788.63,5015.02,5085.51,5202.59,5202.8,5320.25,5400.66,5492.37,5748.7,6073.1,6234.29,7083.65,7477.57,7659.07
