,Actual_last_5_vals,Mean_Simulation,Simulated_37,Simulated_12,Simulated_13,Simulated_4,Simulated_42,Simulated_6,Simulated_27,Simulated_25,Simulated_1,Simulated_18,Simulated_40,Simulated_17,Simulated_31,Simulated_38,Simulated_32,Simulated_29,Simulated_45,Simulated_21,Simulated_16,Simulated_33,Simulated_39,Simulated_36,Simulated_48,Simulated_2,Simulated_22,Simulated_47,Simulated_44,Simulated_49,Simulated_7,Simulated_23,Simulated_26,Simulated_8,Simulated_14,Simulated_24,Simulated_34,Simulated_20,Simulated_43,Simulated_46,Simulated_35,Simulated_10,Simulated_0,Simulated_41,Simulated_28,Simulated_19,Simulated_9,Simulated_30,Simulated_5,Simulated_15,Simulated_3,Simulated_11
0,16985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17286.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17395.666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46
6,,7496.65,-1189.68,7140.27,14142.83,6939.68,8241.36,12478.96,17693.63,20409.05,11612.12,16912.86,12525.47,7091.89,5351.05,14882.77,7550.43,5232.14,8059.35,3953.95,9852.62,5826.63,-14086.94,10730.29,6360.52,12668.55,1976.43,3144.45,15063.68,-1494.72,22317.38,12379.67,7104.32,11856.1,-5673.3,15.17,23147.21,8197.09,6914.86,9773.48,9442.91,2666.88,9165.47,6122.29,8499.26,172.49,2620.25,603.97,-5079.42,21375.65,-4935.86,-923.05
7,,7963.61,2672.14,4882.8,24425.26,14003.36,5906.91,7266.92,21131.17,6790.71,-2586.56,16516.59,12900.21,897.77,-6055.9,-11131.09,-4317.07,12692.18,4818.87,13802.0,22308.68,16600.67,6199.87,243.12,826.48,-806.07,18355.92,3198.65,-4746.27,17837.45,14973.87,9730.71,9443.77,-2222.74,5379.57,18280.27,10274.89,2970.11,22541.26,8310.45,-820.53,18448.33,7714.89,9586.24,5325.97,3883.1,27541.5,9123.93,4794.31,3098.71,20852.47,-15685.38
8,,6574.93,16801.83,7857.49,4931.31,-10274.52,773.38,3380.73,11785.93,13161.0,-741.76,9041.22,12187.41,9395.39,870.62,-6872.03,27520.19,21141.39,493.68,16911.91,-3129.05,-6677.44,2506.31,-1291.42,-3010.13,9539.48,15103.3,13621.95,-560.65,10015.07,4734.73,-3895.21,-2073.19,20513.34,769.64,14690.85,16542.4,-3660.27,25614.46,-3864.89,9603.97,17590.23,9327.11,189.07,-2870.93,7632.51,8293.27,6924.54,24595.54,-1543.67,4352.87,797.39
9,,5795.52,3256.19,3772.63,15409.75,5885.8,-4979.93,15307.25,5270.98,7648.92,7568.7,2161.47,23813.78,-10079.62,7120.04,6676.25,-6744.55,11734.02,3887.88,-712.81,20746.08,-10446.06,16896.42,8927.81,2257.18,5753.3,11860.78,3028.87,2707.32,4242.14,-4018.44,16561.11,13703.02,-8723.4,23923.15,11823.2,-769.32,12209.49,6512.7,10975.94,-8517.85,5820.04,-4521.08,5247.63,17735.17,6141.05,-289.95,11524.37,4594.08,14405.3,3975.01,-11505.76
