Index,Lower,Upper,Predicted,Actual
338,28090.76,28160.92,28125.86,28124.0
339,28057.33,28197.25,28127.67,28124.0
340,28020.89,28238.34,28131.51,28124.0
341,27971.87,28284.32,28133.91,28124.0
342,27938.19,28328.26,28143.4,28124.0
343,27895.4,28373.04,28147.1,28124.0
344,27860.16,28422.67,28149.09,28124.0
345,27829.25,28457.82,28152.72,28124.0
346,27803.51,28500.9,28152.04,28124.0
347,27776.08,28534.16,28151.89,28124.0
348,27747.26,28567.77,28160.36,28124.0
349,27717.86,28596.99,28163.42,28124.0
350,27678.84,28638.14,28163.39,28124.0
351,27648.65,28652.11,28173.98,28124.0
352,27620.39,28672.8,28172.0,28124.0
353,27595.46,28700.33,28181.65,28124.0
354,27577.73,28743.34,28195.12,28124.0
355,27543.62,28781.26,28199.83,28124.0
356,27520.64,28810.33,28190.79,28124.0
357,27491.75,28821.07,28199.46,28124.0
358,27468.96,28847.79,28210.18,28161.23
359,27434.64,28894.9,28222.2,28198.47
360,27417.72,28901.5,28229.22,28235.7
361,27407.26,28942.67,28227.85,28272.94
362,27401.46,28970.36,28226.66,28310.17
363,27379.72,28972.93,28218.65,28347.41
364,27366.83,28993.55,28230.81,28384.64
365,27346.72,29017.51,28220.77,28421.88
366,27350.86,29043.65,28219.32,28459.11
367,27342.92,29087.84,28215.75,28496.34
368,27342.29,29104.35,28217.82,28533.58
369,27317.73,29136.72,28235.06,28570.81
370,27311.39,29159.76,28235.72,28608.05
371,27283.57,29182.77,28237.77,28645.28
372,27271.23,29221.85,28237.48,28682.52
373,27242.1,29249.03,28245.09,28719.75
374,27256.24,29278.98,28245.44,28756.98
375,27250.82,29295.56,28259.53,28794.22
376,27233.09,29310.81,28266.79,28831.45
377,27218.72,29322.93,28274.98,28868.69
378,27205.93,29355.59,28281.21,28905.92
379,27185.87,29369.68,28297.95,28943.16
380,27157.28,29383.39,28299.31,28980.39
381,27155.79,29408.02,28301.24,29017.62
382,27148.73,29404.74,28304.13,29054.86
383,27149.13,29422.79,28301.07,29092.09
384,27140.76,29433.81,28301.61,29129.33
385,27134.43,29468.57,28302.63,29166.56
386,27136.61,29465.34,28302.49,29203.8
387,27120.09,29483.59,28308.41,29241.03
388,27115.39,29506.45,28319.96,29278.27
389,27079.08,29515.52,28307.7,29315.5
390,27071.18,29537.93,28312.09,29352.73
391,27075.88,29563.06,28313.5,29389.97
392,27061.18,29584.41,28309.83,29427.2
393,27062.29,29596.33,28317.66,29464.44
394,27069.13,29620.66,28321.19,29501.67
395,27060.46,29622.47,28328.89,29538.91
396,27055.29,29646.84,28329.17,29576.14
397,27049.93,29666.8,28330.25,29613.38
398,27047.86,29672.93,28327.16,29650.61
399,27021.41,29684.85,28324.61,29687.84
400,27031.3,29701.05,28330.78,29725.08
401,27022.19,29698.36,28326.83,29762.31
402,27001.5,29718.11,28332.46,29799.55
403,26988.43,29747.3,28334.37,29836.78
404,26983.03,29759.55,28335.92,29874.02
405,26962.1,29777.92,28347.29,29911.25
406,26956.2,29827.29,28361.83,29948.48
407,26954.69,29824.77,28369.49,29985.72
408,26965.31,29838.7,28384.6,30022.95
409,26942.91,29836.95,28386.26,30060.19
410,26940.27,29834.06,28391.06,30097.42
411,26938.35,29836.49,28390.94,30134.66
412,26933.16,29832.77,28397.19,30171.89
413,26920.51,29839.95,28388.34,30209.12
414,26924.87,29865.05,28402.28,30246.36
415,26914.71,29883.83,28408.06,30283.59
416,26895.55,29884.02,28420.9,30320.83
417,26878.35,29882.27,28422.41,30358.06
418,26862.49,29909.08,28417.51,30395.3
419,26851.04,29940.81,28415.83,30432.53
420,26863.32,29947.09,28410.7,30469.77
421,26858.47,29979.13,28418.21,30507.0
