Index,Lower,Upper,Predicted,Actual
123,499940.2,513393.57,506999.16,510034.0
124,500668.95,518493.34,510046.73,508353.0
125,501150.49,523625.49,512878.86,521190.0
126,501612.92,528607.69,515177.93,524189.0
127,500669.99,534107.59,517528.63,533858.0
128,500932.51,539968.04,520165.19,551008.0
129,498978.07,543033.72,522163.57,581931.0
130,499815.78,546271.36,523502.39,590181.0
131,500373.69,550632.01,526021.42,601368.0
132,499240.45,552420.66,526060.86,562315.0
133,497463.94,555595.53,526521.45,562945.0
134,495345.18,558397.02,527086.19,565039.0
135,493205.11,561057.16,527488.56,567563.0
136,492554.44,562515.81,527850.94,570333.0
137,492851.3,565190.81,529514.0,572318.0
138,492018.46,568118.72,531684.46,574666.0
139,491693.57,568457.61,530194.48,582457.0
140,489746.77,571200.23,531111.85,599264.0
141,490646.61,573596.59,531910.96,608611.0
142,487860.77,574151.07,531338.26,633912.0
143,488857.06,577853.86,533076.66,633832.0
144,484810.07,578812.2,532402.96,640851.0
145,483395.77,580351.15,531638.49,644675.0
146,481351.76,578626.8,530552.4,640263.0
147,480850.95,580315.24,529171.63,648577.0
148,477685.1,580705.88,528582.18,653750.0
149,476076.28,580892.35,527410.78,644287.0
150,475262.13,581889.46,527146.34,658335.0
151,475312.42,583676.39,527940.99,679624.0
152,478403.64,588493.45,531382.61,683628.0
153,472532.58,583479.57,525881.87,687974.0
