Index,Lower,Upper,Predicted,Actual
77,18937.02,20723.33,19886.58,19872.0
78,18081.04,21772.13,19899.07,19909.0
79,17361.63,22774.28,19906.29,20461.0
80,16233.16,23847.7,19858.05,20460.8
81,15415.17,24914.72,19882.14,20460.6
82,14389.84,25832.13,19951.43,20460.4
83,13673.1,26906.42,20005.88,20460.2
84,12911.8,27706.27,20080.59,20460.0
85,11887.01,28755.68,20261.07,20835.0
86,10953.39,29867.4,20322.73,20878.0
87,9834.33,30737.66,20212.68,20835.0
88,8968.45,31464.12,20263.39,20860.0
89,8034.99,32368.23,20389.49,20885.0
90,7123.33,32910.22,20420.26,20910.0
91,6559.22,33064.78,20406.18,20935.0
92,6111.48,33650.74,20434.58,21395.0
93,5793.67,34240.55,20520.3,21210.5
94,4943.73,34881.39,20536.09,21026.0
95,4759.17,35447.38,20653.92,20846.0
