Index,Lower,Upper
342,55617.85,55978.02
343,55546.77,56057.23
344,55489.57,56116.29
345,55436.21,56197.79
346,55403.73,56246.01
347,55349.25,56281.75
348,55296.83,56353.56
349,55257.12,56379.78
350,55263.36,56430.89
351,55222.7,56442.44
352,55183.75,56493.72
353,55147.23,56566.05
354,55099.11,56601.32
355,55100.88,56639.96
356,55085.01,56687.76
357,55019.42,56741.8
358,55000.68,56789.06
359,54999.33,56808.43
360,54942.77,56856.11
361,54938.72,56877.15
362,54916.87,56903.98
363,54867.23,56945.77
364,54881.8,57021.02
365,54884.29,57038.32
366,54886.34,57101.87
367,54863.4,57144.56
368,54817.8,57223.44
369,54814.03,57203.12
370,54812.24,57206.96
371,54790.01,57242.75
372,54748.67,57263.41
373,54749.42,57316.26
374,54766.4,57338.68
375,54745.76,57349.08
376,54711.31,57367.51
377,54719.13,57391.16
378,54687.85,57400.42
379,54692.53,57373.69
380,54698.11,57399.55
381,54657.75,57430.35
382,54657.26,57445.04
383,54591.32,57485.42
384,54567.15,57475.47
385,54539.11,57513.83
386,54518.42,57531.73
387,54521.28,57522.69
388,54497.41,57549.39
389,54509.08,57581.15
390,54549.83,57605.93
391,54507.75,57603.68
392,54447.87,57630.58
393,54470.77,57666.39
394,54452.85,57701.99
395,54430.97,57721.85
396,54438.21,57735.22
397,54423.53,57757.62
398,54419.5,57795.38
399,54413.06,57834.84
400,54406.74,57826.71
401,54399.06,57845.24
402,54372.08,57917.93
403,54352.55,57892.88
404,54316.18,57950.59
405,54310.5,57967.89
406,54336.91,57974.02
407,54309.85,57969.79
408,54319.39,57931.4
409,54334.42,58034.34
410,54296.33,58084.66
411,54279.08,58092.5
412,54262.35,58110.4
413,54257.72,58144.43
414,54221.53,58153.17
415,54211.5,58235.66
416,54206.19,58218.78
417,54171.33,58241.12
418,54176.88,58278.61
419,54201.46,58322.0
420,54247.12,58339.84
421,54257.64,58345.66
422,54221.93,58407.06
423,54193.89,58424.28
424,54123.14,58367.23
425,54118.54,58409.39
426,54141.01,58420.4
