Index,Lower,Upper,Predicted,Actual
76,216323.53,233413.69,224675.79,224789.0
77,215036.58,238514.69,226839.34,224625.0
78,213379.54,243419.11,228374.59,225800.0
79,212559.74,247415.94,229327.82,228974.0
80,211678.28,250566.07,230876.13,226110.0
81,210969.26,255830.48,232332.06,226522.0
82,210032.79,258824.21,233624.04,226395.0
83,209032.64,262398.64,234739.77,280866.0
84,208983.96,263588.4,235810.89,283013.0
85,208257.25,265810.81,236440.89,283282.0
86,206683.05,268534.65,237593.38,283313.0
87,206734.59,271066.64,238497.63,280072.0
88,206324.98,273985.45,239408.82,280966.0
89,205558.67,275464.47,240084.85,282517.0
90,204153.98,276239.21,240832.07,278217.0
91,205250.3,277462.59,241577.28,280192.0
92,202833.84,280018.09,241934.8,280438.0
93,203709.44,280746.75,242542.13,282044.0
94,202166.87,281793.71,243433.68,280482.0
