Index,Lower,Upper,Predicted,Actual
289,27494.57,27981.52,27717.88,27659.67
290,27457.21,28250.69,27764.15,27661.33
291,27411.44,28468.56,27787.0,27663.0
292,27354.06,28684.69,27811.66,27664.67
293,27308.82,28965.91,27839.14,27666.33
294,27261.19,29166.75,27855.39,27668.0
295,27226.48,29330.64,27872.01,27669.67
296,27184.32,29486.16,27905.47,27671.33
297,27123.14,29622.17,27919.5,27673.0
298,27068.52,29678.32,27934.55,27703.0
299,27043.29,29811.28,27932.35,27733.0
300,27048.01,29987.42,28004.39,27757.0
301,26965.33,30062.83,28002.74,28206.33
302,26922.73,30165.88,28005.36,28655.67
303,26874.19,30219.0,28004.3,29105.0
304,26863.59,30313.34,28011.72,29183.5
305,26819.56,30402.22,28020.35,29262.0
306,26746.23,30467.59,28021.96,29347.4
307,26710.66,30533.03,28053.1,29432.8
308,26750.73,30493.12,28062.25,29518.2
309,26717.96,30663.92,28064.8,29603.6
310,26668.78,30738.38,28101.64,29689.0
311,26745.87,30890.76,28222.36,30285.0
312,26681.24,30947.81,28224.31,30304.5
313,26715.89,30957.7,28211.97,30324.0
314,26636.92,30934.39,28202.31,30343.5
315,26620.89,30901.04,28213.36,30363.0
316,26549.48,30952.28,28201.11,30382.5
317,26529.26,30943.14,28223.6,30402.0
318,26470.59,31013.63,28206.54,30421.5
319,26414.46,30941.51,28173.17,30441.0
320,26337.54,30988.36,28155.9,30460.5
321,26324.68,31018.03,28140.29,30480.0
322,26227.69,31116.85,28163.49,30775.33
323,26246.52,31209.09,28195.41,31070.67
324,26281.04,31277.39,28155.1,31366.0
325,26270.68,31277.34,28168.47,31670.5
326,26255.92,31274.11,28194.17,31975.0
327,26252.29,31273.16,28174.0,32279.5
328,26265.25,31376.35,28174.67,32584.0
329,26219.05,31571.02,28174.32,32888.5
330,26226.52,31613.51,28203.08,33193.0
331,26165.63,31618.72,28201.29,33497.5
332,26176.73,31655.0,28200.59,33802.0
333,26147.74,31662.82,28215.2,34106.5
334,26106.02,31738.03,28245.16,34411.0
335,26031.81,31641.2,28245.76,34715.5
336,26036.37,31756.15,28263.03,35020.0
337,26024.41,31768.47,28269.75,35324.5
338,26019.27,31689.82,28278.85,35629.0
339,25974.83,31825.04,28309.51,35933.5
340,25991.99,31828.9,28324.8,36238.0
341,25963.41,31892.88,28331.97,36542.5
342,25982.83,31908.0,28323.62,36847.0
343,25919.38,32064.28,28325.42,37151.5
344,25928.73,32147.68,28345.85,37456.0
345,25878.42,32079.5,28360.52,37760.5
346,25914.39,32061.31,28365.2,38065.0
347,25936.66,32058.57,28363.6,38369.5
348,25857.88,32179.54,28355.16,38674.0
349,25900.0,32175.56,28370.54,38978.5
350,25838.77,32239.52,28382.03,39283.0
351,25796.31,32353.87,28397.43,39587.5
352,25769.67,32501.47,28401.15,39892.0
353,25735.44,32557.99,28431.84,40196.5
354,25809.88,32610.25,28426.82,40501.0
355,25742.83,32684.42,28429.68,40805.5
356,25711.45,32807.88,28426.65,41110.0
357,25701.01,32990.83,28468.05,41414.5
358,25730.21,32948.27,28461.32,41719.0
359,25646.44,32815.42,28472.14,42023.5
360,25561.81,32824.53,28461.08,42328.0
