Index,Lower,Upper,Predicted,Actual
70,203307.87,212396.31,208058.28,208217.0
71,203831.21,216243.54,210270.08,215923.0
72,203755.97,220303.33,212208.49,223189.0
73,203302.2,223843.73,213941.12,224951.0
74,202700.79,227563.8,215503.01,228519.0
75,202636.18,230697.72,216924.79,227872.0
76,201994.44,233930.6,218240.31,229519.0
77,201156.07,237775.99,219454.27,225709.0
78,201025.81,239615.85,220618.8,225817.0
79,200465.24,241312.21,221725.36,227013.0
80,200025.36,243672.21,222792.17,228169.0
81,200366.31,246514.7,223821.48,228781.0
82,199414.37,249308.36,224857.74,244466.0
83,199923.42,251597.78,225838.71,246630.0
84,198008.85,253935.92,226796.79,247444.0
85,197750.9,255741.87,227740.74,250570.0
86,197791.88,258256.26,228688.31,260184.0
87,198356.29,259177.6,229616.74,265380.0
