Index,Lower,Upper,Predicted,Actual
195,84867.86,86869.1,85928.59,84633.0
196,84607.54,87730.0,86176.87,84657.0
197,84405.53,88255.24,86370.99,84681.0
198,84287.99,88851.45,86652.11,84731.0
199,84312.09,89251.35,86871.9,84781.0
200,83973.3,89769.99,86804.55,63911.0
201,83896.58,90224.46,86998.31,63865.0
202,84014.79,90757.51,87277.18,64085.0
203,83765.71,91209.37,87472.56,64136.0
204,83741.83,91619.2,87593.52,62752.0
205,83548.27,92027.85,87839.87,62938.75
206,83692.97,92506.82,88090.18,63125.5
207,83591.58,92971.79,88314.73,63312.25
208,83754.74,93254.2,88471.69,63499.0
209,83752.07,93855.09,88749.71,63506.0
210,83887.18,94084.33,88940.97,63513.0
211,83846.09,94574.29,89108.56,63532.0
212,83742.86,94991.38,89385.48,63526.0
213,83709.23,95483.72,89460.52,62694.0
214,83917.58,95737.34,89722.85,62638.4
215,83984.43,96185.08,89937.26,62582.8
216,83982.64,96367.94,90177.76,62527.2
217,84110.28,97085.03,90244.76,62471.6
218,84181.92,97659.77,90539.79,62416.0
219,83865.12,97914.49,90760.81,62423.5
220,83786.74,98219.83,90984.05,62431.0
221,84044.79,98255.14,91184.04,62438.5
222,83811.45,98806.03,91379.43,62446.0
223,83779.41,99212.22,91637.99,62514.0
224,83992.04,99513.69,91938.84,62582.0
225,84379.62,99735.81,92150.5,62650.0
226,84264.13,100269.13,92426.87,62718.0
227,84268.03,100379.58,92527.67,62722.0
228,84508.69,100627.27,92809.09,62888.0
229,84798.87,100984.89,92953.77,62907.0
230,84904.31,101377.49,93082.69,62926.0
231,84815.77,101629.7,93380.06,62306.67
232,84594.96,101973.76,93539.83,61687.33
233,84836.22,102429.11,93792.59,61068.0
234,84923.76,102877.99,93975.96,60448.67
235,84840.21,103352.65,94160.79,59829.33
236,85275.04,103757.21,94393.79,59210.0
237,85326.03,103939.07,94468.03,59203.0
238,85631.77,104250.09,94716.83,59559.0
239,86083.13,104556.91,94863.87,59583.0
240,85897.17,104749.51,95209.34,63016.0
241,85939.37,105199.83,95243.01,63049.67
242,85950.69,105383.98,95505.05,63083.33
243,86212.31,105893.53,95761.23,63117.0
