Index,Lower,Upper
298,16201.44,34813.22
299,16025.18,35213.63
300,15895.95,35484.72
301,15848.86,35638.47
302,15862.74,35793.15
303,15843.22,35928.14
304,15894.07,36089.57
305,15941.51,36211.02
306,15978.17,36298.48
307,15983.54,36380.56
308,16112.57,36635.04
309,16179.37,36756.75
310,16217.02,36900.04
311,16429.51,37147.78
312,16747.02,37478.55
313,16673.58,37366.7
314,16465.2,37353.78
315,16414.04,37351.39
316,16410.21,37475.54
317,16493.65,37705.12
318,16530.27,37929.15
319,16428.74,37869.32
320,16590.85,37931.82
321,16723.62,37884.97
322,16983.9,37805.28
323,17386.21,37554.5
324,16842.97,38061.62
325,16646.06,38502.79
326,16485.16,38825.69
327,16430.17,39018.88
328,16451.48,39197.67
329,16442.96,39353.2
330,16484.84,39555.15
331,16502.69,39702.03
332,16507.23,39817.44
333,16481.29,39926.66
334,16573.55,40213.75
335,16615.43,40356.22
336,16637.16,40511.27
337,16794.73,40818.3
338,17056.48,41175.14
339,16919.35,41097.3
340,16658.64,41107.03
341,16541.1,41141.33
342,16521.02,41287.27
343,16587.65,41539.2
344,16610.58,41782.46
345,16482.7,41754.53
346,16615.02,41859.4
347,16710.71,41862.22
348,16929.85,41836.26
349,17271.29,41658.93
350,16572.95,42273.15
351,16060.18,42982.2
352,15455.66,43700.72
353,13211.6,43956.54
354,13426.25,44152.76
355,13362.97,44573.82
356,13384.3,44789.99
357,13411.31,44921.37
358,13415.5,45030.79
359,13387.21,45136.02
360,13490.01,45406.25
361,13535.02,45539.24
362,13575.75,45668.95
363,13685.23,46017.74
364,13932.41,46418.84
365,13761.35,46409.29
366,13505.29,46448.72
367,13420.6,46484.54
368,13385.41,46644.72
369,13483.5,46859.65
370,13540.5,47063.31
371,13413.3,47029.14
372,13547.22,47126.87
