Index,Lower,Upper
146,26610.71,27170.86
147,26606.81,27182.88
148,26606.87,27191.23
149,26608.28,27198.34
150,26610.07,27205.13
151,26611.84,27211.93
152,26613.47,27218.89
153,26614.89,27226.05
154,26616.09,27233.37
155,26617.15,27240.73
156,26618.67,27247.34
157,26622.57,27253.27
158,26622.76,27261.74
159,26622.04,27270.8
160,26621.13,27279.82
161,26620.01,27288.73
162,26618.42,27297.31
163,26618.24,27307.57
164,26617.27,27317.79
165,26616.98,27327.39
166,26615.58,27337.74
167,26614.45,27346.86
168,26615.54,27357.01
169,26616.41,27363.8
170,26620.47,27368.28
171,26631.91,27366.19
172,26614.91,27390.59
173,26607.34,27406.28
174,26603.16,27418.87
175,26600.2,27430.35
176,26597.68,27441.45
177,26595.26,27452.45
178,26592.83,27463.46
179,26590.35,27474.52
180,26587.8,27485.59
181,26585.24,27496.57
182,26583.05,27506.89
