Index,Lower,Upper
258,32214.99,46506.91
259,32159.71,47158.46
260,32410.65,47788.52
261,31732.45,47408.06
262,31550.03,47450.98
263,31526.57,47588.43
264,31615.58,47754.76
265,31678.04,47940.55
266,31615.29,47936.35
267,31491.17,47962.05
268,31453.19,47950.4
269,31666.43,48256.81
270,31761.87,48480.72
271,31853.28,48628.83
272,31984.4,48738.05
273,32203.9,49010.09
274,32293.22,49234.6
275,32341.41,49314.56
276,32326.27,49312.52
277,32447.04,49433.09
278,32592.32,49436.52
279,32769.0,49574.2
280,32875.28,49543.65
281,33181.23,49486.22
282,33527.08,49291.65
283,34219.09,49080.7
284,33840.0,49998.44
285,33784.87,50676.62
286,34029.76,51352.88
287,33360.86,51003.29
288,33156.58,51068.06
289,33097.71,51240.92
290,33346.56,51677.44
291,33379.28,52111.62
292,33241.22,52401.39
293,32995.95,52766.89
294,32789.28,53142.58
295,32743.33,53286.48
296,32765.23,53563.85
297,32821.5,53727.02
298,32903.0,53865.78
299,33089.29,54171.02
300,33166.34,54407.81
301,33170.94,54531.35
302,33129.6,54555.51
303,33195.46,54736.54
304,33304.93,54781.32
305,33436.78,54969.37
306,33480.85,55006.57
307,33722.79,55005.39
308,33980.58,54891.13
309,34517.84,54794.85
310,34214.71,55596.55
311,34177.85,56216.4
312,34397.15,56878.08
313,33696.86,56519.71
314,33487.46,56589.61
315,33452.29,56778.94
316,33521.17,57005.56
317,33536.88,57238.1
318,33426.05,57281.98
319,33255.69,57353.92
320,33207.83,57405.7
321,33211.17,57573.94
322,33287.93,57870.08
