Index,Lower,Upper
292,2090.56,11137.64
293,1803.22,11398.45
294,1625.82,11550.16
295,1505.07,11650.76
296,1159.86,11467.91
297,1042.24,11496.09
298,1199.7,11760.99
299,1040.06,11709.14
300,984.31,11758.32
301,919.38,11804.4
302,868.8,11871.8
303,695.2,11804.26
304,654.94,11877.42
305,529.53,11880.22
306,659.52,12144.94
307,788.98,12419.34
308,-7.74,11757.32
309,70.32,11973.29
310,116.95,12155.52
311,179.17,12335.66
312,367.21,12627.34
313,-126.17,12204.74
314,-143.78,12219.38
315,-32.77,12123.06
316,109.71,11933.96
317,365.37,11661.12
318,3.23,11962.32
319,-248.3,12175.91
320,-406.12,12296.62
321,-515.63,12374.57
322,-860.78,12180.24
323,-964.73,12183.33
324,-794.7,12424.25
325,-943.91,12350.55
326,-982.85,12371.5
327,-1028.01,12386.41
328,-1056.51,12420.3
329,-1203.08,12314.31
330,-1216.8,12349.52
331,-1311.83,12310.51
332,-1151.19,12533.18
333,-988.41,12762.84
334,-1747.23,12051.5
335,-1628.92,12215.81
336,-1540.09,12344.43
337,-1434.37,12469.65
338,-1200.75,12704.33
339,-1648.68,12224.85
340,-1620.11,12181.9
341,-1529.95,12114.7
342,-1413.56,11959.94
343,-1198.39,11727.58
344,-1551.81,12020.08
345,-1802.79,12233.11
346,-1844.61,12386.7
347,-1844.64,12504.05
348,-2088.68,12357.49
349,-2083.52,12400.36
350,-1806.26,12682.92
351,-1934.19,12633.89
352,-1949.1,12676.74
353,-1969.88,12713.22
354,-1974.01,12768.68
355,-2094.46,12682.51
356,-2083.44,12738.93
357,-2152.84,12720.23
358,-1967.32,12963.96
359,-1779.11,13214.14
360,-2511.01,12521.82
361,-2365.31,12704.68
362,-2248.75,12851.51
363,-965.12,13304.14
364,332.31,13980.33
