Index,Lower,Upper
227,59144.09,80294.19
228,59244.52,80689.55
229,30933.03,91096.84
230,30856.25,91990.92
231,31227.63,92639.37
232,31173.12,92869.48
233,31541.36,93514.94
234,31811.31,94076.9
235,32047.46,94615.36
236,33091.5,95717.09
237,33595.42,96915.36
238,33624.45,97139.47
239,33920.65,97611.21
240,33772.7,97592.16
241,33862.53,97797.28
242,33733.92,97798.17
243,33306.17,97943.11
244,32832.99,98105.54
245,32688.9,98573.21
246,32309.03,98815.23
247,32437.93,99614.62
248,31877.04,99735.84
249,31803.72,100049.48
250,31869.51,100517.23
251,32004.65,101009.64
252,32372.98,101674.47
253,32549.2,103897.97
254,32664.25,104628.02
255,32240.23,104860.23
256,32440.02,104792.95
257,32767.45,104874.1
258,32905.33,111848.03
259,32797.47,114882.37
260,33079.18,120395.91
261,33139.54,126073.49
262,33095.29,128584.65
263,33237.11,128144.24
264,34090.18,127477.99
265,34365.68,128125.35
266,34255.28,128457.96
267,34360.75,127995.83
268,34239.06,127338.19
269,34136.24,126744.44
270,33437.51,114153.69
271,36123.51,130966.01
272,35147.8,138033.05
273,26984.19,126033.86
274,24983.88,124370.79
275,23172.12,132494.8
276,23292.23,132669.19
277,22834.86,131935.55
278,22800.18,131671.03
279,22438.71,131281.92
280,23014.0,132614.83
281,22649.01,131590.77
282,23236.57,132686.99
283,22090.41,135350.46
