Index,Lower,Upper
338,-2727.16,59359.57
339,-3562.11,59685.21
340,-3621.95,59599.78
341,-3822.99,59794.44
342,-4006.01,59962.01
343,-4175.84,60097.29
344,-4337.87,60218.43
345,-4416.49,60378.38
346,-4476.96,60546.17
347,-4595.18,60648.37
348,-4722.68,60758.21
349,-4953.75,60761.27
350,-5226.87,60735.75
351,-5184.55,61040.21
352,-5276.26,61207.47
353,-5355.9,61426.06
354,-5717.99,61352.18
355,-5807.3,61530.56
356,-5945.02,61676.77
357,-5869.03,62021.37
358,-6129.99,62006.11
359,-6228.35,62133.3
360,-6289.61,62225.95
361,-6168.21,62187.8
362,-5747.66,61798.03
363,-4520.53,60718.36
364,-6014.38,62628.97
365,-6967.48,63105.11
366,-7186.83,63211.53
367,-7527.46,63578.12
368,-7849.88,63917.43
369,-8161.76,64227.11
370,-8467.6,64524.4
371,-8693.39,64863.86
372,-8907.0,65217.13
373,-9178.86,65505.33
374,-9460.16,65801.31
375,-9846.12,65991.61
376,-10273.77,66152.96
377,-10393.39,66651.7
378,-10641.79,67007.99
379,-10877.5,67415.0
380,-11398.71,67532.58
381,-11650.38,67905.68
382,-11947.97,68244.09
383,-12033.96,68783.02
384,-12478.47,68951.3
385,-12758.79,69260.46
386,-13003.78,69536.84
387,-13087.76,69704.06
388,-12919.09,69566.17
389,-12061.74,68856.29
390,-13488.02,70699.33
391,-14525.01,71259.36
392,-14912.0,71533.41
393,-15382.16,72029.54
394,-15832.71,72496.97
395,-16273.22,72935.29
396,-16706.55,73360.07
397,-17060.57,73827.76
398,-17403.09,74309.94
399,-17801.44,74724.62
400,-18205.38,75143.25
401,-18711.75,75453.95
402,-19256.01,75731.91
403,-19493.33,76348.35
404,-19853.5,76816.41
405,-20196.33,77330.54
406,-20824.26,77554.84
407,-21182.91,78034.92
408,-21582.82,78475.65
409,-21770.51,79116.29
410,-22316.91,79386.46
411,-22698.95,79797.33
412,-23049.1,80178.87
413,-23260.9,80473.92
414,-23266.69,80510.49
415,-22694.61,80085.87
416,-23981.71,81789.73
417,-25028.59,82359.66
418,-25506.96,82725.09
419,-26036.2,83280.29
420,-26546.97,83807.95
421,-27049.73,84308.51
