Index,Lower,Upper
297,110472.86,121869.07
298,109157.01,122341.88
299,109413.53,122899.11
300,108677.83,122316.05
301,108286.01,122036.05
302,108201.56,122042.99
303,108659.25,122550.99
304,108692.8,122618.53
305,108953.87,122930.02
306,109208.82,123171.74
307,109226.87,123531.43
308,109536.19,123885.37
309,110311.91,124725.88
310,110804.14,125326.19
311,111058.46,125703.03
312,110971.9,125746.42
313,110806.02,125592.94
314,110983.09,125704.37
315,111171.1,125919.08
316,111908.75,126661.2
317,112032.46,126756.64
318,112223.62,126926.57
319,112371.61,127032.81
320,112604.41,127039.58
321,112579.95,126749.54
322,113334.81,126969.93
323,113385.07,127810.31
324,109738.68,126794.45
325,105728.59,126300.85
326,105001.73,125727.46
327,104600.4,125475.49
328,104507.47,125509.42
329,104930.29,126014.88
330,104923.37,126085.49
331,104911.47,126092.57
332,84608.61,128272.33
333,84277.12,128283.05
334,86168.24,128070.0
335,88532.18,128337.09
336,87279.45,128776.79
337,85608.05,129173.8
338,83737.96,129095.15
339,83798.95,128957.04
340,83977.14,128971.16
341,84178.78,129076.05
342,92675.52,137854.48
343,98801.53,147743.04
344,103582.87,159118.19
345,107350.69,171400.01
346,110641.47,184144.2
347,110783.28,184698.86
348,111417.18,186051.2
349,112121.86,187500.82
350,112460.62,188742.5
351,112632.55,189041.71
352,111974.45,188463.05
353,111638.4,188209.28
354,111634.81,188217.37
355,112113.44,188730.52
356,112161.86,188809.29
357,112142.81,188819.31
358,112084.76,188792.47
359,112006.74,188666.66
360,112020.99,188734.1
361,112572.18,189221.77
362,112348.74,187233.43
363,115331.72,189806.48
364,115128.62,189389.03
365,114969.47,189228.82
366,114944.47,189203.9
367,114947.32,189265.34
368,112651.42,192771.27
369,108488.12,196883.98
370,108548.16,196932.34
