S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
0.0,0.0,4.248495242049359,3.708041006196409,4.1588830833596715,2.9629349531251474,1.3862943611198906,1.48023351335356,2.4849066497880004,3.5378788837257718
0.0,0.0,4.248495242049359,3.998872330236813,4.1588830833596715,3.788158791287353,1.3862943611198906,1.9642448391721086,2.4849066497880004,2.9563131410481955
0.0,0.7392249095385156,4.248495242049359,4.444474120774707,4.1588830833596715,2.6056363391009434,1.3862943611198906,1.4095215851324525,2.498699971920336,3.4520606817127915
0.0,0.35970911040487563,4.248495242049359,4.441699809799685,4.1588830833596715,2.9941782200286955,1.3862943611198906,1.668555631930754,2.512305623976115,3.7907638572043414
0.0,0.69377652163967,4.248495242049359,4.078691181272913,4.1588830833596715,4.171228638440167,1.3862943611198906,1.1335069086051601,2.5257286443082556,3.4778939815198076
0.0,0.9336213158419684,4.248495242049359,4.221976802326577,4.1588830833596715,3.2522463204288807,1.3862943611198906,1.6649525152960805,2.538973871058276,4.428668590718182
0.0,2.852804521567943,4.248495242049359,3.8542183983157785,4.1588830833596715,3.1121208156999614,1.3862943611198906,1.5609409190134107,2.5520459526256287,3.477939422699537
0.0,0.1384398505164246,4.248495242049359,4.099256103395529,4.1588830833596715,3.0852432569165407,1.3862943611198906,2.483460489729803,2.5649493574615367,3.4077996683980403
0.0,2.0082819166601524,4.248495242049359,4.233148589981168,4.1588830833596715,2.9728097154968496,1.3862943611198906,1.9332867846992101,2.5649493574615367,3.191044143019792
0.0,1.1985321320225681,4.248495242049359,3.790994345385039,4.1588830833596715,2.012389409854993,1.3862943611198906,1.8123049118601648,2.5649493574615367,2.7755897332287156
0.0,0.0,4.248495242049359,3.861677769512063,4.1588830833596715,2.2142460987333457,1.3862943611198906,2.2382029798561636,2.5649493574615367,3.0892422108955464
