RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.5257771575512358,3.5553480614894135,3.3241618483350153,2.4849066497880004,4.288801949621111,0.6931471805599453,2.599355956726943,0.0,1.2264470614375145,5.032885903031075,4.534028144429186,3.716616209085536,3.848777899491394,3.091042453358316,2.4454143792319614,3.5553480614894135,3.375888409448223,5.8256313078188295,5.475244663983493,3.258096538021482,2.7747795250883027
3.1354942159291497,3.90462670530089,3.5553480614894135,3.944267458406035,2.4849066497880004,5.388197917326919,0.6931471805599453,2.198982281797855,0.0,1.1980987071815623,5.043425116919247,4.428743845157905,3.713572066704308,2.4498292889377096,3.091042453358316,2.774803754988884,3.5553480614894135,3.5217588360556387,5.82600010738045,3.073563253752323,3.258096538021482,2.0929808508821663
3.1354942159291497,3.9247444793327895,3.5553480614894135,4.2312574749552585,2.4849066497880004,5.933126253676356,0.6931471805599453,0.7142833250056022,0.0,2.401973315864149,5.043425116919247,5.8945236282440385,3.713572066704308,2.637460335371599,3.091042453358316,3.253343930807575,3.5553480614894135,4.397041142773794,5.82600010738045,4.495616316605581,3.258096538021482,2.591460065568419
3.1354942159291497,3.6397113704536532,3.5553480614894135,3.651348198972602,2.4849066497880004,4.0542636663814875,0.6931471805599453,1.9860197928386762,0.0,1.60625861120849,5.043425116919247,4.3659899163139215,3.713572066704308,3.5043385706362358,3.091042453358316,1.699983210580391,3.5553480614894135,3.444479803699852,5.82600010738045,5.90767246082855,3.258096538021482,3.6967065584232204
3.1354942159291497,3.7259904978556326,3.5553480614894135,3.1214588135943164,2.4849066497880004,3.3362019072057945,0.6931471805599453,5.131927160380697,0.0,0.6646309308112022,5.043425116919247,4.684372228046868,3.713572066704308,2.9009243900779005,3.091042453358316,1.893016073832631,3.5553480614894135,3.7164377053948847,5.82600010738045,5.562954087116174,3.258096538021482,2.7692135562020823
3.1354942159291497,3.9897560428094008,3.5553480614894135,2.5979050927622906,2.4849066497880004,3.8727378751217034,0.6931471805599453,2.4460551468083604,0.0,1.2407095265980876,5.043425116919247,4.201813649194302,3.713572066704308,4.102421252420678,3.091042453358316,2.9004844310093603,3.5553480614894135,4.1392116214308565,5.82600010738045,7.18735752806435,3.258096538021482,3.3169792444564052
3.1354942159291497,2.98991520876131,3.5553480614894135,3.7281089498307285,2.4849066497880004,5.659023891155578,0.6931471805599453,3.033335269617985,0.0,1.0484427685933233,5.043425116919247,5.32338366875959,3.713572066704308,2.4400937771156137,3.091042453358316,3.281236939706904,3.5553480614894135,3.4710919212403337,5.82600010738045,6.19331619833621,3.258096538021482,3.0609033561315444
3.1354942159291497,3.7865750479468914,3.5553480614894135,3.6105537548990556,2.4849066497880004,3.731188080727801,0.6931471805599453,1.3853180175026247,0.0,1.8917417070980584,5.043425116919247,4.200482068647208,3.713572066704308,3.4653665056534466,3.091042453358316,2.9631667357363716,3.5553480614894135,2.668868237418227,5.82600010738045,4.294615220366776,3.258096538021482,2.288749436176764
3.1354942159291497,4.043990601219109,3.5553480614894135,3.6076446628244345,2.4849066497880004,4.943444211285735,0.6931471805599453,2.61502408569942,0.0,1.849785081651499,5.043425116919247,4.206152895332259,3.713572066704308,5.055245447455414,3.091042453358316,2.365162300410385,3.5553480614894135,2.7993798259719487,5.82600010738045,4.406619302311579,3.258096538021482,3.6899894110772573
3.1354942159291497,2.9956585146397208,3.5553480614894135,3.653578988937387,2.4849066497880004,4.943684932043853,0.6931471805599453,2.470785932740215,0.0,2.3409417288737364,5.043425116919247,4.74202868610213,3.713572066704308,5.421185639351017,3.091042453358316,2.08382765477831,3.5553480614894135,3.3007169057101855,5.82600010738045,6.0692805919655655,3.258096538021482,4.363208009295484
3.1354942159291497,3.4540540132432267,3.5553480614894135,2.496304877359231,2.4849066497880004,5.7950452173399345,0.6931471805599453,0.7123852142874258,0.0,2.7059732738541973,5.043425116919247,3.194113823389405,3.713572066704308,4.583447718648765,3.091042453358316,3.9596196449104784,3.5553480614894135,3.440647097683788,5.82600010738045,5.371819593922488,3.258096538021482,0.7904622873500051
3.1354942159291497,3.535924520345911,3.5553480614894135,3.433866059902801,2.4849066497880004,6.676962324432772,0.6931471805599453,0.8576287523600485,0.0,2.554135085306847,5.043425116919247,4.098251237874384,3.713572066704308,4.128076541726842,3.091042453358316,1.4305745255411497,3.5553480614894135,3.110037413035439,5.82600010738045,4.986049077517867,3.258096538021482,3.22204974302103
