COMMIT_DATE,SQALE_INDEX
2000-10-11 16:43:11,0.0
2000-11-10 17:14:39,0.0
2000-12-11 13:35:11,0.0
2001-01-11 10:23:53,0.0
2001-02-11 20:36:42,0.0
2001-03-14 00:53:22,0.0
2001-04-13 21:17:03,0.0
2001-05-14 04:31:09,0.0
2001-06-21 07:54:31,0.0
2001-07-23 19:36:30,0.0
2001-08-29 11:49:31,0.0
2001-09-28 12:02:48,0.0
2001-10-29 19:13:54,0.0
2001-11-29 12:34:10,0.0
2002-01-02 21:21:17,0.0
2002-02-06 13:18:33,0.0
2002-03-11 09:04:38,0.0
2002-04-10 16:19:03,0.0
2002-05-14 08:57:32,0.0
2002-06-13 11:19:39,0.0
2002-07-18 07:45:01,0.0
