COMMIT_DATE,SQALE_INDEX
2002-01-06 05:06:21,0.0
2002-02-05 05:06:21,0.0
2002-03-11 05:12:02,0.0
2002-04-10 05:12:02,0.0
2002-05-10 05:12:02,0.0
2002-06-09 05:12:02,0.0
2002-07-09 05:12:02,0.0
2002-08-08 05:12:02,0.0
2002-09-19 17:11:46,0.0
2002-10-19 17:11:46,0.0
2002-12-15 21:46:41,0.0
2003-01-20 06:15:06,0.0
2003-03-20 01:11:18,0.0
2003-04-29 00:53:43,0.0
2003-05-29 03:02:01,0.0
2003-06-28 03:02:01,0.0
2003-08-12 00:29:34,0.0
2003-09-28 20:39:57,0.0
2003-10-28 20:39:57,0.0
2003-11-27 20:39:57,0.0
2004-01-17 17:32:28,0.0
2004-02-16 17:32:28,0.0
2004-03-30 02:42:06,0.0
2004-04-29 02:42:06,0.0
2004-06-08 14:48:35,0.0
2004-07-08 14:48:35,0.0
2004-08-27 16:13:52,0.0
2004-10-04 03:54:46,0.0
2004-11-12 16:02:52,0.0
2004-12-12 16:02:52,0.0
2005-01-11 16:02:52,0.0
2005-02-13 23:50:12,0.0
2005-03-15 23:50:12,0.0
2005-04-26 06:15:17,0.0
2005-05-26 06:15:17,0.0
2005-06-25 06:15:17,0.0
2005-08-14 19:42:37,0.0
2005-09-15 00:40:52,0.0
2005-10-31 15:12:50,0.0
2005-11-30 15:12:50,0.0
2006-01-09 06:47:15,0.0
2006-03-10 00:36:37,0.0
2006-05-04 04:27:39,0.0
2006-06-03 04:27:39,0.0
2006-07-03 04:27:39,0.0
2006-08-02 04:27:39,0.0
2006-09-01 04:27:39,0.0
2006-10-05 18:29:09,0.0
2006-11-22 21:31:54,0.0
2007-01-08 02:11:38,0.0
2007-02-26 17:12:37,0.0
2007-03-28 17:12:37,0.0
2007-04-27 17:12:37,0.0
2007-05-27 17:12:37,0.0
2007-06-26 17:12:37,0.0
2007-07-26 17:12:37,0.0
2007-08-25 17:12:37,0.0
2007-10-18 00:11:37,0.0
2007-11-17 00:11:37,0.0
2007-12-17 00:11:37,0.0
2008-01-16 00:11:37,0.0
2008-02-15 00:11:37,0.0
2008-03-16 00:11:37,0.0
2008-04-15 00:11:37,0.0
2008-05-15 00:11:37,0.0
2008-06-14 00:11:37,0.0
2008-07-14 00:11:37,0.0
2008-08-13 00:11:37,0.0
2008-09-12 00:11:37,0.0
2008-10-12 00:11:37,0.0
2008-11-11 00:11:37,0.0
2008-12-11 00:11:37,0.0
2009-01-10 00:11:37,0.0
2009-02-09 00:11:37,0.0
2009-03-11 00:11:37,0.0
2009-04-10 00:11:37,0.0
2009-05-10 00:11:37,0.0
2009-06-09 00:11:37,0.0
2009-07-09 00:11:37,0.0
2009-08-08 00:11:37,0.0
2009-09-07 00:11:37,0.0
2009-10-07 00:11:37,0.0
2009-11-06 00:11:37,0.0
2009-12-06 00:11:37,0.0
2010-01-05 00:11:37,0.0
2010-02-04 21:27:34,0.0
2010-03-06 21:27:34,0.0
2010-04-05 21:27:34,0.0
2010-05-05 21:27:34,0.0
2010-06-04 21:27:34,0.0
2010-07-04 21:27:34,0.0
2010-08-03 21:27:34,0.0
2010-09-02 21:27:34,0.0
2010-10-02 21:27:34,0.0
2010-11-01 21:27:34,0.0
2010-12-01 21:27:34,0.0
2010-12-31 21:27:34,0.0
2011-01-30 21:27:34,0.0
2011-03-01 21:27:34,0.0
2011-04-18 20:06:17,0.0
2011-05-27 15:00:45,0.0
2011-06-26 15:00:45,0.0
2011-07-26 15:00:45,0.0
2011-08-25 15:00:45,0.0
2011-09-24 15:00:45,0.0
2011-10-24 15:00:45,0.0
2011-11-23 15:00:45,0.0
2012-01-05 17:15:19,0.0
2012-02-04 17:15:19,0.0
2012-03-05 17:15:19,0.0
2012-04-04 17:15:19,0.0
2012-05-04 17:15:19,0.0
2012-06-03 17:15:19,0.0
2012-07-03 17:15:19,0.0
2012-08-02 17:15:19,0.0
2012-09-01 17:15:19,0.0
2012-10-01 17:15:19,0.0
2012-10-31 17:15:19,0.0
2012-11-30 17:15:19,0.0
2012-12-30 17:15:19,0.0
2013-02-02 01:02:24,0.0
2013-03-04 01:02:24,0.0
2013-04-03 01:02:24,0.0
2013-05-03 01:02:24,0.0
2013-06-02 01:02:24,0.0
2013-07-02 01:02:24,0.0
2013-08-01 01:02:24,0.0
2013-08-31 01:02:24,0.0
2013-09-30 01:02:24,0.0
2013-10-30 01:02:24,0.0
2013-11-29 01:02:24,0.0
2013-12-29 01:02:24,0.0
2014-01-29 15:23:35,0.0
2014-02-28 15:23:35,0.0
2014-03-30 15:23:35,0.0
2014-04-29 15:23:35,0.0
2014-05-29 15:23:35,0.0
2014-06-28 15:23:35,0.0
2014-07-28 15:23:35,0.0
2014-08-27 15:23:35,0.0
2014-09-26 15:23:35,0.0
2014-10-26 15:23:35,0.0
2014-11-25 15:23:35,0.0
2014-12-26 12:33:35,0.0
2015-01-25 12:33:35,0.0
2015-02-24 12:33:35,0.0
2015-03-26 12:33:35,0.0
2015-04-25 12:33:35,0.0
2015-06-04 12:26:19,0.0
2015-07-04 12:26:19,0.0
2015-08-13 23:49:14,0.0
2015-09-30 10:13:35,0.0
2015-11-04 23:13:37,0.0
2015-12-04 23:13:37,0.0
2016-01-07 22:18:08,0.0
2016-02-06 22:18:08,0.0
2016-03-07 22:18:08,0.0
2016-04-14 23:24:48,0.0
2016-06-12 18:33:40,0.0
2016-07-12 18:33:40,0.0
2016-08-11 18:33:40,0.0
2016-09-10 18:33:40,0.0
2016-10-10 18:33:40,0.0
2016-11-09 18:33:40,0.0
2016-12-09 18:33:40,0.0
2017-02-03 20:34:32,0.0
2017-03-05 20:34:32,0.0
2017-04-25 13:57:00,0.0
2017-05-25 13:57:00,0.0
2017-06-24 13:57:00,0.0
2017-07-24 13:57:00,0.0
2017-08-23 13:57:00,0.0
2017-10-08 10:05:25,0.0
2017-11-07 10:05:25,0.0
2017-12-07 10:05:25,0.0
2018-01-06 10:05:25,0.0
2018-02-05 10:05:25,0.0
2018-03-07 10:05:25,0.0
2018-04-18 17:25:43,0.0
2018-05-18 17:25:43,0.0
2018-06-17 17:25:43,0.0
2018-07-17 17:25:43,0.0
2018-08-16 17:25:43,0.0
2018-09-29 10:52:39,0.0
