S1905_Actual,S1905_Simulated
0.0,1.528042598680665
0.0,1.9272504353000108
0.0,1.8359061299298778
0.0,0.0
0.0,1.4924523102086023
0.0,0.877737722916288
0.0,2.724907997380538
0.0,2.0001646809701557
0.0,1.3841780007844906
0.0,1.5140495742209878
0.0,2.408241145409813
0.0,2.3693673887208053
0.0,2.7895886717212814
0.0,1.6471287396089047
0.0,1.3339483945346255
0.0,0.0
0.0,0.6491363552472296
0.0,1.4178707424334478
0.0,1.7464890337871806
0.0,1.9811150133867188
0.0,1.8956523831588705
0.0,1.400291737057143
0.0,2.664429332351382
0.0,1.9192007929712263
