S1905_Actual,S1905_Simulated
0.0,1.528042598680665
0.0,0.39875697715444347
0.0,1.2073127190251065
0.0,1.9699987829974666
0.0,1.2834274184527223
0.0,1.8360684601977284
0.0,2.6024949242843096
0.0,1.9799015480832263
0.0,1.2732320547241958
0.0,1.4383522843535472
0.0,2.0851047346733416
0.0,3.00931828744429
0.0,1.5031801774569462
0.0,1.3157239910733047
0.0,2.010014375854184
0.0,1.2520556625987562
0.0,0.7155627344122488
0.0,1.2443365660894037
0.0,1.1852630854152033
0.0,2.2048952570065015
0.0,2.679957533781738
0.0,2.221059895278251
0.0,1.7235607504547925
0.0,0.08111812374825544
