S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9614111671546247,1.5749249081075742,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,5.127529797222665,2.772588722239781,1.9074193848176795,2.0794415416798357,2.718960014798989,2.3978952727983707,1.944893726015269,2.1972245773362196,2.963952330239678,0.0,1.4558744751912487,0.9007865453381899,0.4702207685757207,4.248495242049359,3.6881019295253363,4.1588830833596715,2.271622786570131,0.6931471805599453,0.9552788235101947,1.3862943611198906,1.6678980170365574,0.0,3.7503475110438513e-07,3.4339872044851463,3.9384027129109507,2.5470384308950065,3.445149267086197
5.043425116919247,4.7307004007350715,2.772588722239781,2.390512148169894,2.0794415416798357,2.952481353596678,2.3978952727983707,4.3287146285607765,2.1972245773362196,1.7647255170241223,0.0,2.4242036617308047,0.8362480242006186,3.0286699642719146,4.248495242049359,3.814600814099727,4.1588830833596715,1.1120215818718635,0.6931471805599453,0.9699782439234164,1.3862943611198906,1.4856193706911307,0.0,0.0,3.4339872044851463,3.8731481217701327,2.5530444549552187,2.948418091423748
5.043425116919247,5.487221007540281,2.772588722239781,3.2182083930511016,2.0794415416798357,2.565922648051688,2.3978952727983707,3.483769412019338,2.1972245773362196,0.6538388631390253,0.0,1.608098397832797,0.7672551527136671,1.6681875181925916,4.248495242049359,4.0920040799548465,4.1588830833596715,3.542512022098366,0.6931471805599453,0.2558132636449036,1.3862943611198906,1.5540053531464098,0.0,0.0,3.4339872044851463,2.8799327791967233,2.559014621941722,2.3473390465865513
5.043425116919247,5.087019859650573,2.772588722239781,2.4780952725506773,2.0794415416798357,3.064460029612035,2.3978952727983707,1.1318329370300073,2.1972245773362196,2.2899106845087065,0.0,0.5807789302435196,0.6931471805599453,4.716562671445542,4.248495242049359,4.236253895849182,4.1588830833596715,2.6425513146357003,0.6931471805599453,0.23038279753035287,1.3862943611198906,1.3153837716825576,0.0,0.0,3.4339872044851463,3.6511456982905925,2.5649493574615367,3.972963395374881
5.043425116919247,5.062328108531392,2.772588722239781,1.2742476773144915,2.0794415416798357,3.0013097684271894,2.3978952727983707,3.9552089375882282,2.1972245773362196,1.5858450184248414,0.0,2.5014557528651764,0.6931471805599453,1.8040298267583996,4.248495242049359,3.761039405308723,4.1588830833596715,1.5819699114477368,0.6931471805599453,0.637770450610319,1.3862943611198906,1.3172448631848268,0.0,0.0,3.4339872044851463,3.3722204340020943,2.5649493574615367,2.867178974459699
5.043425116919247,5.194286237166066,2.772588722239781,1.6609474623454359,2.0794415416798357,2.5713263535094346,2.3978952727983707,4.116297843893933,2.1972245773362196,2.49821381510739,0.0,1.3402714049277993,0.6931471805599453,0.2593250112138332,4.248495242049359,4.1618689414733145,4.1588830833596715,1.465282060898669,0.6931471805599453,0.6424926750823439,1.3862943611198906,1.6040290393812848,0.0,0.0,3.4339872044851463,4.047440999211473,2.5649493574615367,3.5425917817413897
5.043425116919247,5.037748730235492,2.772588722239781,2.572024542510283,2.0794415416798357,2.184629787568748,2.3978952727983707,1.419080088252017,2.1972245773362196,2.970506418277818,0.0,1.1998161195087262,0.6931471805599453,2.1853465893529522,4.248495242049359,3.9528625931379753,4.1588830833596715,3.350548639779096,0.6931471805599453,1.045550958443142,1.3862943611198906,1.5643811910527528,0.0,0.0,3.4339872044851463,3.714196431769836,2.5649493574615367,2.6727940141245936
5.043425116919247,5.424756629399478,2.772588722239781,2.1364277994834753,2.0794415416798357,2.2124219187134706,2.3978952727983707,2.877646421288038,2.1972245773362196,1.2709346026374875,0.0,1.048642174499706,0.6931471805599453,3.0564193397310513,4.248495242049359,4.170267405985646,4.1588830833596715,1.9351839427234028,0.6931471805599453,0.25021607966779585,1.3862943611198906,2.06860196281636,0.0,0.0,3.4339872044851463,3.859717491242791,2.5649493574615367,3.1226787838304135
5.043425116919247,4.776918623727748,2.772588722239781,2.532127941446014,2.0794415416798357,2.7981991399648978,2.3978952727983707,3.978442806138146,2.1972245773362196,1.5113170055133875,0.0,0.0,0.6931471805599453,0.0,4.248495242049359,3.6038432080770084,4.1588830833596715,1.7124381051910107,0.6931471805599453,0.5353608172335481,1.3862943611198906,1.575336091281223,0.0,0.0,3.4339872044851463,3.5747724965004357,2.5649493574615367,3.347566207557425
