S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,0.9118363815247748,0.25241187134073034,0.0,0.18529177914319295,0.6931471805599453,0.6743462050229961,0.0,1.1795748374291268,4.226347008826348,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,1.0986122886681098,1.0986074641099446,0.0,0.28515064114304844
1.6094379124341003,1.8307089945926942,0.9207253289420207,0.5244031318731806,0.0,0.3635184048117751,0.6931471805599453,0.8059179351001358,0.0,1.0002632246462302,4.2273202449129,3.216484985412232,1.0986122886681098,0.9409035870995799,1.6094379124341003,1.511525611136624,1.0986122886681098,1.0986069545533175,0.0,1.0604855767054862
1.6094379124341003,1.8450953317268586,0.9295359586241757,0.0,0.0,0.0,0.6931471805599453,0.9029493254567039,0.0,1.3246584237178989,4.22829253473184,4.25911832551024,1.0986122886681098,0.7942501635023393,1.6094379124341003,1.4168881552534591,1.0986122886681098,1.0986029313548915,0.0,0.24659924500830613
1.6094379124341003,1.7360267432104852,0.9382696385929303,0.08998595892299552,0.0,0.04302997777882128,0.6931471805599453,0.6199504813801936,0.0,0.9193501003514022,4.229263880121471,3.5747936588307505,1.0986122886681098,1.1522140278295023,1.6094379124341003,1.5174112181467627,1.0986122886681098,1.0986037174156646,0.0,1.094962665577283
1.6094379124341003,1.672702469811473,0.946927701336045,0.0,0.0,0.4083090396162147,0.6931471805599453,0.5864127856717674,0.0,1.572803955979542,4.23023428291475,4.889593962100616,1.0986122886681098,0.975919517789846,1.6094379124341003,1.7283252449833126,1.0986122886681098,1.0986010428458444,0.0,0.0
1.6094379124341003,1.490672817406348,0.9555114450274363,0.0,0.0,0.6531986575358767,0.6931471805599453,0.7915127386400705,0.0,1.6013554110983332,4.231203744939298,2.6009130521924653,1.0986122886681098,0.8786011280517942,1.6094379124341003,1.4738567833165352,1.0986122886681098,1.0986113479986988,0.0,0.0
1.6094379124341003,1.6474578233573274,0.964022134695345,0.6839728424389772,0.0,0.0,0.6931471805599453,0.6426182626583354,0.0,1.625587123825089,4.232172268017428,2.0517866647600926,1.0986122886681098,0.774700472076708,1.6094379124341003,1.620228586935994,1.0986122886681098,1.0986053145606929,0.0,0.8194428492937612
1.6094379124341003,1.6440872553780101,0.9724610033412096,1.042789859992397,0.0,0.056310257531426294,0.6931471805599453,0.5921657200249145,0.0,0.0,4.233139853966164,4.415869833980505,1.0986122886681098,1.0697108653429828,1.6094379124341003,1.640621321783013,1.0986122886681098,1.0986082353651108,0.0,1.4441963964573592
1.6094379124341003,1.7881212805979725,0.9808292530117263,0.8665333096774175,0.0,0.0,0.6931471805599453,0.6840267711076486,0.0,0.4360168267159623,4.23410650459726,2.060308154905342,1.0986122886681098,1.088579149014493,1.6094379124341003,1.5800786402421996,1.0986122886681098,1.0986102883670026,0.0,0.7922734789847933
1.6094379124341003,1.754978513321982,0.9891280558264214,0.0,0.0,0.0,0.6931471805599453,0.7249257571719323,0.0,0.41792114271368874,4.2350722217172185,2.817940439321175,1.0986122886681098,1.0638318025103581,1.6094379124341003,1.550600197128631,1.0986122886681098,1.098605077847659,0.0,0.5096048703746168
