S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437,0.0,0.502759145915681
0.0,0.43823991971810206,3.258096538021482,3.615875659006959,0.0,0.6989557712541261
0.0,0.029552975077220822,3.258096538021482,3.1458710785025126,0.0,1.2537862299540037
0.0,0.34319015029986855,3.258096538021482,2.735051357639717,0.0,0.41916221314563673
0.0,0.0,3.258096538021482,2.5176246104212057,0.0,0.16627237015755492
0.0,0.36937945959245655,3.258096538021482,3.8016448673260888,0.0,0.5423088450963259
0.0,0.8550622819920015,3.258096538021482,1.047501836502496,0.15415067982725825,0.00010384581091893441
0.0,0.2985901244425081,3.258096538021482,2.3632025712921214,0.2876820724517809,0.9683235966736253
0.0,0.602187144226094,3.258096538021482,2.0735125558593577,0.4054651081081644,0.9234713179823908
0.0,0.12283827346002915,3.258096538021482,2.6902896431054186,0.5108256237659906,0.15390280758621422
0.0,0.0,3.258096538021482,1.9024016056097033,0.6061358035703155,0.8722127841715367
0.0,0.3840460935133418,3.258096538021482,2.487479353596024,0.6931471805599453,1.1105857583732688
