S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.47722255806249647,3.258096538021482,2.3459178718148466
0.0,0.5972328409777852,3.258096538021482,2.0762720536489594
0.0,0.1263644205910762,3.258096538021482,3.404010342569971
0.0,0.11395892152809536,3.258096538021482,2.714810645507287
0.0,0.5057242393448683,3.258096538021482,3.5958398815046815
0.0,0.0,3.258096538021482,2.35232578261395
0.0,0.5135703377945848,3.258096538021482,1.990756405788701
0.0,0.0,3.258096538021482,1.901224510439547
0.0,0.4940977789924078,3.258096538021482,2.1399840335554154
0.0,1.1612469173876407,3.258096538021482,2.2872640451256157
0.0,0.0,3.258096538021482,2.9449408368555545
