S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.03838720289609088,3.258096538021482,3.4993496957540606
0.0,0.0854007149817253,3.258096538021482,3.5816061681405866
0.0,0.2232096507400556,3.258096538021482,2.7278308999367766
0.0,0.8803246452965647,3.258096538021482,2.1441549454162865
0.0,0.4160731087269994,3.258096538021482,1.4301629699701182
0.0,0.25229120356123846,3.258096538021482,3.521898758082073
0.0,0.38207649344403777,3.258096538021482,2.1693565936966697
0.0,0.0,3.258096538021482,1.466873159259969
0.0,1.0153510875794831,3.258096538021482,3.1976596510990563
0.0,0.062583644537896,3.258096538021482,3.35444784081251
0.0,0.627716522884569,3.258096538021482,3.3617382522718096
