S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.4146957963921126,3.258096538021482,2.5348938777613608
0.0,0.09406397461158134,3.258096538021482,1.9587477584742485
0.0,0.32791728537944137,3.258096538021482,2.659976497774951
0.0,0.22267741616447415,3.258096538021482,1.9348820844871717
0.0,0.17461581039714816,3.258096538021482,2.7007713553765256
0.0,0.590443374239039,3.258096538021482,1.8799589123393963
0.0,0.31166762540088144,3.258096538021482,1.3910577436694134
0.0,0.7341032873813164,3.258096538021482,1.678295032030358
0.0,0.6065806194698792,3.258096538021482,2.170230259718765
0.0,0.0,3.258096538021482,3.30803435648508
0.0,0.27046899756993126,3.258096538021482,1.9877794381485177
